index,SP500,US10,US5
1998-01-05,-0.05934464920695303,0.01588678768206902,0.014474537289409228
1998-01-12,0.04173992088831237,-0.008227875227448115,-0.006526419191371706
1998-01-19,-0.022672557309730765,-0.006944330040325164,-0.0035815400974964842
1998-01-26,0.02347943609263292,0.00907145571799302,0.005392399491205514
1998-02-02,0.03169819811082521,-0.005242755996197076,-0.0028495474678089734
1998-02-09,0.0028674099588096693,0.0035745611170096116,0.0018462698771435809
1998-02-16,0.008658268123991734,-0.00413026310087853,-0.0027043232090598135
1998-02-23,0.013289632332220854,-0.00611040143235311,-0.005875561094810943
1998-03-02,0.006392086373045183,-0.0055844277651332635,-0.002589867418225608
1998-03-09,0.0102505782580968,0.00804574900708171,0.005009707274482304
1998-03-16,0.028166970708435587,0.0002725743283671303,0.00014079839603311763
1998-03-23,-0.003653565847446279,-0.0061148190066818335,-0.005738211536151902
1998-03-30,0.023969156971003477,0.012144736078795914,0.009423583573086218
1998-04-06,-0.013399838849669318,-0.00607576242910487,-0.004139823000614703
1998-04-13,0.01224478843715349,0.003879884770276524,0.002576070295704832
1998-04-20,-0.016179237772479087,-0.00416667523992824,-0.00258009270755782
1998-04-27,0.01384539055487791,-0.0006131439621381818,-0.00031538863267659763
1998-05-04,-0.011840521786804087,-0.0011183051914134857,-0.000720795034910005
1998-05-11,-0.0027601293983891776,-0.0005778522806766252,-0.0011587785432897546
1998-05-18,0.0008255955655229403,0.002493594486529105,0.0011444215568421818
1998-05-25,-0.0027981109028839164,0.0019360708005127184,0.0012871032364552121
1998-06-01,0.024274296130217667,-0.000556070946328874,-0.0011466815020361202
1998-06-08,-0.01470922411170153,0.009061750758230453,0.007549338878620363
1998-06-15,-0.0015002635730543574,-0.004141851119799487,-0.0032850570952398296
1998-06-22,0.03167977595495675,0.001098222185446615,-0.00014314105022981413
1998-06-29,0.009424091304719235,0.002467026167440384,0.002704404041498857
1998-07-06,0.0016408238027499724,-0.00027667315580329107,0.00028261639610879195
1998-07-13,0.01765643602558509,-0.005496700987058968,-0.003560382999996714
1998-07-20,-0.03966197896499958,0.0024711715917023706,0.000426904002376224
1998-07-27,-0.022471035277968385,-0.0022012069460065394,-0.0015697166895186452
1998-08-03,-0.02600882548948856,0.0076642934516562185,0.006112011564777585
1998-08-10,-0.0310797148878324,0.0005415301736896295,0.00028073304330424953
1998-08-17,0.02187362002437992,0.005435015512903981,0.004239588101764139
1998-08-24,-0.05325822011543813,0.012923134944257293,0.009123421817984308
1998-08-31,-0.05910720591432882,0.003729476327099044,0.0008318322237697732
1998-09-07,-0.01581810665270341,0.012626247434989852,0.010055632114197393
1998-09-14,0.007112882242849453,0.0094149133917023,0.005080239443913764
1998-09-21,0.017309555031257924,0.0059648422543373755,0.004502976144229964
1998-09-28,-0.03798883837866528,0.015134602375547682,0.009354364394374072
1998-10-05,-0.021534590776375054,-0.030851353652339115,-0.016170390825795893
1998-10-12,0.07146208298615749,0.019154056366317417,0.013147735995458501
1998-10-19,0.006366169976642478,-0.012985799150237634,-0.009790739115406932
1998-10-26,0.02899769797114455,0.004638769939876822,0.0013309677622656661
1998-11-02,0.036995373206624514,-0.022403484864633297,-0.015839597150390308
1998-11-09,-0.012385814654777744,0.00581527646516967,0.0012452120314446933
1998-11-16,0.029437791345926972,-0.0013223963241598964,-0.0033223631385570483
1998-11-23,0.015011292073803105,-0.0023768307522665927,-0.0008316201240931317
1998-11-30,-0.012632018661055323,0.01068826207027899,0.008211784422011516
1998-12-07,-0.013830884982870988,0.0009977368649990515,-0.000431152170256651
1998-12-14,0.01788926060497046,0.0005086546213416926,0.00012792397013669087
1998-12-21,0.034939469587825504,-0.017613814894720317,-0.014786736139431671
1998-12-28,0.009476351874419595,0.0049878450643085865,0.004830411037534918
1999-01-04,0.03686979509196979,-0.009793522676047342,-0.006236770030029889
1999-01-11,-0.03144720830168851,0.005780027320803248,0.005374229298382125
1999-01-18,-0.020552503828245403,0.005769855970479335,0.002478238872036762
1999-01-25,0.039321599963595355,0.0007846442734853032,0.000412329603922275
1999-02-01,-0.030371135530522876,-0.019099415472841594,-0.01291112133109245
1999-02-08,-0.005772681057039906,-0.006474791201200021,-0.005757929077043852
1999-02-15,0.000711340485726868,-0.002163540785154571,-0.0008471182110447986
1999-02-22,-0.007002128323308506,-0.011702640016783708,-0.009166680721933638
1999-03-01,0.03461415554271715,-0.003585714453544617,-0.0007190041776411107
1999-03-08,0.010045946701569842,0.007064723319119477,0.006168879665960372
1999-03-15,0.004281332718164159,-1.2325056667609503e-05,-4.774207824644137e-06
1999-03-22,-0.010630211824610155,-0.002453475247334698,-0.00014484378419736283
1999-03-29,0.004324197339414196,0.002684677856915255,0.0012444058441773245
1999-04-05,0.01847212228651663,0.010225139116618723,0.005289775194373352
1999-04-12,-0.02710189935034109,-0.008641764839237398,-0.006426892317674711
1999-04-19,0.030590602858700442,-0.0011034892370731133,-0.0001493937165006076
1999-04-26,-0.02165418355066939,-0.00494715322465892,-0.0038149709649913533
1999-05-03,0.010855802930875035,-0.010437191415452712,-0.00650169012333449
1999-05-10,-0.009379704935903937,-0.00646006300535564,-0.004875345617271945
1999-05-17,-0.0030466065788921793,0.0019236011925627986,0.0014134720928302023
1999-05-24,-0.029538771666775918,-0.0069558761147580014,-0.00470323812654337
1999-05-31,0.024926665765295418,0.0014112334180073384,-0.0005767220762410415
1999-06-07,-0.026006230974114797,-0.011091419068452646,-0.006662603375006601
1999-06-14,0.03501773066319204,0.011581293374559834,0.007922427169360528
1999-06-21,-0.020937401932771025,-0.010511557731576426,-0.006075346791625057
1999-06-28,0.05597162889948963,0.011854379007196329,0.00877019525484037
1999-07-05,0.00779243372583246,0.0018234808310776405,0.0017200248490230022
1999-07-12,0.00978848379669173,0.009370235148256002,0.006571760575761822
1999-07-19,-0.046927363174154926,-0.009568282727776985,-0.005596604912234457
1999-07-26,-0.02399015651365837,-0.005099266634473256,-0.0047538548702698285
1999-08-02,-0.01845382209171637,-0.0068679009552815844,-0.004216000258754245
1999-08-09,0.01936037294344462,0.0025231712311743638,0.003014517218826045
1999-08-16,0.005089197195930679,0.0057980457821321385,0.003596566033125465
1999-08-23,0.008554101496959154,0.002922975803817767,0.0025614997013480483
1999-08-30,0.007283450094272462,-0.0021764507661087094,-0.0007416376858293125
1999-09-06,0.0007028831575751479,0.003967155513656882,0.002158499577023395
1999-09-13,-0.012795338358700241,0.002398911408766671,0.0012905351031687101
1999-09-20,-0.048211454011686715,0.007447194485345126,0.00529751737817301
1999-09-27,0.002898452247949327,-0.015362150515472984,-0.010251116192357548
1999-10-04,0.04054908158646025,-0.0028834309544295855,-0.003349854448077224
1999-10-11,-0.05418221152768987,-0.0008852010404907787,-0.00030288809280335123
1999-10-18,0.039572075225665096,-0.006343458706057708,-0.004227601183461851
1999-10-25,0.049746649377725605,0.014587674965327469,0.008559841971766367
1999-11-01,0.006333390048279633,0.0067972792089178065,0.004757378114970375
