DATE_TIME,current_contract,next_contract,carry_contract
2012-12-12 12:00:00,20121200,20130200,20130200
2013-02-13 17:00:00,20130200,20130400,20130400
2013-04-16 15:00:00,20130400,20130600,20130600
2013-06-11 19:00:00,20130600,20130800,20130800
2013-08-13 14:00:00,20130800,20131000,20131000
2013-10-15 14:00:00,20131000,20131200,20131200
2013-12-18 15:00:00,20131200,20140200,20140200
2014-02-11 18:00:00,20140200,20140400,20140400
2014-04-15 14:00:00,20140400,20140600,20140600
2014-06-18 13:00:00,20140600,20140800,20140800
2014-08-13 12:00:00,20140800,20141000,20141000
2014-10-13 14:00:00,20141000,20141200,20141200
2014-12-16 13:00:00,20141200,20150200,20150200
2015-02-11 23:00:00,20150200,20150400,20150400
2015-04-14 12:00:00,20150400,20150600,20150600
2015-06-16 13:00:00,20150600,20150800,20150800
2015-08-12 12:00:00,20150800,20151000,20151000
2015-10-13 15:00:00,20151000,20151200,20151200
2015-12-14 13:00:00,20151200,20160200,20160200
2016-02-16 17:00:00,20160200,20160400,20160400
2016-04-11 16:00:00,20160400,20160600,20160600
2016-06-13 13:00:00,20160600,20160800,20160800
2016-08-16 12:00:00,20160800,20161000,20161000
2016-10-11 13:00:00,20161000,20161200,20161200
2016-12-12 14:00:00,20161200,20170200,20170200
2017-02-10 13:00:00,20170200,20170400,20170400
2017-04-11 15:00:00,20170400,20170600,20170600
2017-06-12 14:00:00,20170600,20170800,20170800
2017-08-14 13:00:00,20170800,20171000,20171000
2017-10-16 15:00:00,20171000,20171200,20171200
2017-12-11 18:00:00,20171200,20180200,20180200
2018-02-09 12:00:00,20180200,20180400,20180400
2018-04-16 14:00:00,20180400,20180600,20180600
2018-06-11 15:00:00,20180600,20180800,20180800
2018-08-15 12:00:00,20180800,20181000,20181000
2018-10-15 19:00:00,20181000,20181200,20181200
2018-12-11 14:00:00,20181200,20190200,20190200
2019-02-11 14:00:00,20190200,20190400,20190400
2019-04-15 13:00:00,20190400,20190600,20190600
2019-06-11 12:00:00,20190600,20190800,20190800
2019-08-13 14:00:00,20190800,20191000,20191000
2019-10-11 15:00:00,20191000,20191200,20191200
2019-12-16 17:00:00,20191200,20200200,20200200
2020-02-11 14:00:00,20200200,20200400,20200400
2020-04-14 14:00:00,20200400,20200600,20200600
2020-06-17 14:00:00,20200600,20200800,20200800
2020-08-11 19:00:00,20200800,20201000,20201000
2020-10-13 18:00:00,20201000,20201200,20201200
2020-12-16 14:00:00,20201200,20210200,20210200
2021-02-12 20:00:00,20210200,20210400,20210400
2021-04-14 19:00:00,20210400,20210600,20210600
2021-06-16 13:00:00,20210600,20210800,20210800
2021-08-17 13:00:00,20210800,20211000,20211000
2021-10-14 20:00:00,20211000,20211200,20211200
