DATE_TIME,current_contract,next_contract,carry_contract
2022-07-10 23:00:00,20220600,20220900,20220300
2022-07-19 23:00:00,20220900,20221200,20220600
2022-08-20 23:00:00,20221200,20230300,20220900
2022-09-01 23:00:00,20230300,20230600,20221200
2022-12-02 23:00:00,20230600,20230900,20230300
2023-03-03 23:00:00,20230900,20231200,20230600
2023-06-02 23:00:00,20231200,20240300,20230900
2023-07-19 07:30:00,20240300,20240600,20231200
