DATE_TIME,current_contract,next_contract,carry_contract
1970-06-02 23:00:00,19700700,19700900,19700500
1970-09-02 23:00:00,19700900,19701200,19700700
1970-10-13 23:00:00,19701200,19710100,19700900
1970-12-01 23:00:00,19710100,19710300,19701200
1971-02-01 23:00:00,19710300,19710500,19710100
1971-04-02 23:00:00,19710500,19710700,19710300
1971-06-02 23:00:00,19710700,19710900,19710500
1971-09-02 23:00:00,19710900,19711200,19710700
1971-10-12 23:00:00,19711200,19720100,19710900
1971-12-02 23:00:00,19720100,19720300,19711200
1972-02-01 23:00:00,19720300,19720500,19720100
1972-04-03 23:00:00,19720500,19720700,19720300
1972-06-02 23:00:00,19720700,19720900,19720500
1972-09-05 23:00:00,19720900,19721200,19720700
1972-10-12 23:00:00,19721200,19730100,19720900
1972-12-01 23:00:00,19730100,19730300,19721200
1973-01-31 23:00:00,19730300,19730500,19730100
1973-04-02 23:00:00,19730500,19730700,19730300
1973-06-04 23:00:00,19730700,19730900,19730500
1973-09-04 23:00:00,19730900,19731200,19730700
1973-10-12 23:00:00,19731200,19740100,19730900
1973-12-03 23:00:00,19740100,19740300,19731200
1974-01-31 23:00:00,19740300,19740500,19740100
1974-04-02 23:00:00,19740500,19740700,19740300
1974-06-03 23:00:00,19740700,19740900,19740500
1974-09-03 23:00:00,19740900,19741200,19740700
1974-10-11 23:00:00,19741200,19750100,19740900
1974-12-02 23:00:00,19750100,19750300,19741200
1975-01-31 23:00:00,19750300,19750500,19750100
1975-04-02 23:00:00,19750500,19750700,19750300
1975-06-02 23:00:00,19750700,19750900,19750500
1975-09-02 23:00:00,19750900,19751200,19750700
1975-10-10 23:00:00,19751200,19760100,19750900
1975-12-02 23:00:00,19760100,19760300,19751200
1976-02-02 23:00:00,19760300,19760500,19760100
1976-04-02 23:00:00,19760500,19760700,19760300
1976-06-02 23:00:00,19760700,19760900,19760500
1976-09-02 23:00:00,19760900,19761200,19760700
1976-10-12 23:00:00,19761200,19770100,19760900
1976-12-01 23:00:00,19770100,19770300,19761200
1977-01-31 23:00:00,19770300,19770500,19770100
1977-04-04 23:00:00,19770500,19770700,19770300
1977-06-02 23:00:00,19770700,19770900,19770500
1977-09-02 23:00:00,19770900,19771200,19770700
1977-10-12 23:00:00,19771200,19780100,19770900
1977-12-01 23:00:00,19780100,19780300,19771200
1978-01-31 23:00:00,19780300,19780500,19780100
1978-04-03 23:00:00,19780500,19780700,19780300
1978-06-02 23:00:00,19780700,19780900,19780500
1978-09-05 23:00:00,19780900,19781200,19780700
1978-10-12 23:00:00,19781200,19790100,19780900
1978-12-01 23:00:00,19790100,19790300,19781200
1979-01-31 23:00:00,19790300,19790500,19790100
1979-04-02 23:00:00,19790500,19790700,19790300
1979-06-04 23:00:00,19790700,19790900,19790500
1979-09-04 23:00:00,19790900,19791200,19790700
1979-10-12 23:00:00,19791200,19800100,19790900
1979-12-03 23:00:00,19800100,19800300,19791200
1980-02-01 23:00:00,19800300,19800500,19800100
1980-04-02 23:00:00,19800500,19800700,19800300
1980-06-02 23:00:00,19800700,19800900,19800500
1980-09-02 23:00:00,19800900,19801200,19800700
1980-10-13 23:00:00,19801200,19810100,19800900
1980-12-01 23:00:00,19810100,19810300,19801200
1981-02-02 23:00:00,19810300,19810500,19810100
1981-04-02 23:00:00,19810500,19810700,19810300
1981-06-02 23:00:00,19810700,19810900,19810500
1981-09-02 23:00:00,19810900,19811200,19810700
1981-10-12 23:00:00,19811200,19820100,19810900
1981-12-01 23:00:00,19820100,19820300,19811200
1982-02-01 23:00:00,19820300,19820500,19820100
1982-04-02 23:00:00,19820500,19820700,19820300
1982-06-02 23:00:00,19820700,19820900,19820500
1982-09-02 23:00:00,19820900,19821200,19820700
1982-10-12 23:00:00,19821200,19830100,19820900
1982-12-01 23:00:00,19830100,19830300,19821200
1983-01-31 23:00:00,19830300,19830500,19830100
1983-04-04 23:00:00,19830500,19830700,19830300
1983-06-02 23:00:00,19830700,19830900,19830500
1983-09-02 23:00:00,19830900,19831200,19830700
1983-10-12 23:00:00,19831200,19840100,19830900
1983-12-02 23:00:00,19840100,19840300,19831200
1984-02-01 23:00:00,19840300,19840500,19840100
