DATE_TIME,current_contract,next_contract,carry_contract
2012-05-16 23:00:00,20120700,20120900,20120500
2012-07-16 23:00:00,20120900,20121200,20120700
2012-09-06 23:00:00,20121200,20130300,20120900
2013-01-23 09:00:00,20130300,20130500,20121200
2013-03-13 09:00:00,20130500,20130700,20130300
2013-05-15 08:00:00,20130700,20130900,20130500
2013-07-16 08:00:00,20130900,20131200,20130700
2013-09-13 08:00:00,20131200,20140300,20130900
2013-12-12 09:00:00,20140300,20140500,20131200
2014-03-14 09:00:00,20140500,20140700,20140300
2014-05-14 08:00:00,20140700,20140900,20140500
2014-07-16 08:00:00,20140900,20141200,20140700
2014-09-15 13:00:00,20141200,20150300,20140900
2014-12-12 09:00:00,20150300,20150500,20141200
2015-03-16 09:00:00,20150500,20150700,20150300
2015-05-13 08:00:00,20150700,20150900,20150500
2015-07-16 08:00:00,20150900,20151200,20150700
2015-09-14 09:00:00,20151200,20160300,20150900
2015-12-14 09:00:00,20160300,20160500,20151200
2016-03-14 10:00:00,20160500,20160700,20160300
2016-05-13 08:00:00,20160700,20160900,20160500
2016-07-14 08:00:00,20160900,20161200,20160700
2016-09-15 08:00:00,20161200,20170300,20160900
2016-12-13 09:00:00,20170300,20170500,20161200
2017-03-16 09:00:00,20170500,20170700,20170300
2017-05-12 08:00:00,20170700,20170900,20170500
2017-07-14 08:00:00,20170900,20171200,20170700
2017-09-13 08:00:00,20171200,20180300,20170900
2017-12-12 09:00:00,20180300,20180500,20171200
2018-03-14 10:00:00,20180500,20180700,20180300
2018-05-15 09:00:00,20180700,20180900,20180500
2018-07-16 08:00:00,20180900,20181200,20180700
2018-09-13 08:00:00,20181200,20190300,20180900
2018-12-12 09:00:00,20190300,20190500,20181200
2019-03-14 09:00:00,20190500,20190700,20190300
2019-05-15 08:00:00,20190700,20190900,20190500
2019-07-16 08:00:00,20190900,20191200,20190700
2019-09-13 08:00:00,20191200,20200300,20190900
2019-12-12 09:00:00,20200300,20200500,20191200
2020-03-16 10:00:00,20200500,20200700,20200300
2020-05-13 08:00:00,20200700,20200900,20200500
2020-07-15 09:00:00,20200900,20201200,20200700
2020-09-14 08:00:00,20201200,20210300,20200900
2020-12-14 10:00:00,20210300,20210500,20201200
2021-03-16 09:00:00,20210500,20210700,20210300
2021-05-13 08:00:00,20210700,20210900,20210500
2021-07-15 09:00:00,20210900,20211200,20210700
2021-09-14 13:00:00,20211200,20220300,20210900
2021-12-13 10:00:00,20220300,20220500,20211200
2022-03-15 09:00:00,20220500,20220700,20220300
2022-05-16 09:00:00,20220700,20220900,20220500
2022-07-14 08:00:00,20220900,20221200,20220700
2022-09-14 09:00:00,20221200,20230300,20220900
2022-12-13 10:00:00,20230300,20230500,20221200
2023-03-16 10:00:00,20230500,20230700,20230300
2023-05-15 08:00:00,20230700,20230900,20230500
