Date,Price
"Sep 17, 2021",0.743052459503641
"Sep 16, 2021",0.743328625585371
"Sep 15, 2021",0.745879018423212
"Sep 14, 2021",0.744269127716582
"Sep 13, 2021",0.745323097562794
"Sep 10, 2021",0.745545366435548
"Sep 09, 2021",0.744601638123604
"Sep 08, 2021",0.743273375947673
"Sep 07, 2021",0.743328625585371
"Sep 06, 2021",0.745045447772314
"Sep 03, 2021",0.745434215430488
"Sep 02, 2021",0.744989942635774
"Sep 01, 2021",0.743881574053411
"Aug 31, 2021",0.743660295976798
"Aug 30, 2021",0.743328625585371
"Aug 27, 2021",0.743162901307967
"Aug 26, 2021",0.73833431777909
"Aug 25, 2021",0.739043677481339
"Aug 24, 2021",0.738443361394181
"Aug 23, 2021",0.737408745667724
"Aug 20, 2021",0.734160487482564
"Aug 19, 2021",0.732976618045884
"Aug 18, 2021",0.735077918259335
"Aug 17, 2021",0.734160487482564
"Aug 16, 2021",0.737680731779286
"Aug 13, 2021",0.738497895280998
"Aug 12, 2021",0.736702519522617
"Aug 11, 2021",0.737735153080044
"Aug 10, 2021",0.735726898175397
"Aug 09, 2021",0.736811081638668
"Aug 06, 2021",0.738443361394181
"Aug 05, 2021",0.74019245003701
"Aug 04, 2021",0.740302043233639
"Aug 03, 2021",0.7400828892836
"Aug 02, 2021",0.738989062961868
"Jul 30, 2021",0.738606987222099
"Jul 29, 2021",0.739426205264715
"Jul 28, 2021",0.737517516041006
"Jul 27, 2021",0.735348187366718
"Jul 26, 2021",0.736268590781917
"Jul 23, 2021",0.735294117647059
"Jul 22, 2021",0.735510444248308
"Jul 21, 2021",0.733460466480857
"Jul 20, 2021",0.732600732600733
"Jul 19, 2021",0.733621891277236
"Jul 16, 2021",0.736919675755343
"Jul 15, 2021",0.73827980804725
"Jul 14, 2021",0.738879858135067
"Jul 13, 2021",0.738007380073801
"Jul 12, 2021",0.739863865048831
"Jul 09, 2021",0.740466493891151
"Jul 08, 2021",0.739480884419138
"Jul 07, 2021",0.741344799466232
"Jul 06, 2021",0.742390497401633
"Jul 05, 2021",0.743439149505613
"Jul 02, 2021",0.742445615858638
"Jul 01, 2021",0.741509713777251
"Jun 30, 2021",0.743439149505613
"Jun 29, 2021",0.743439149505613
"Jun 28, 2021",0.74471254095919
"Jun 25, 2021",0.74510096118024
"Jun 24, 2021",0.74471254095919
"Jun 23, 2021",0.742942050520059
"Jun 22, 2021",0.74360499702558
"Jun 21, 2021",0.745212012817647
"Jun 18, 2021",0.742886858331476
"Jun 17, 2021",0.744934445768772
"Jun 16, 2021",0.748502994011976
"Jun 15, 2021",0.753636295123973
"Jun 14, 2021",0.754034082340522
"Jun 11, 2021",0.754375377187689
"Jun 10, 2021",0.755629439322956
"Jun 09, 2021",0.755344059218974
"Jun 08, 2021",0.755629439322956
"Jun 07, 2021",0.755800770916786
"Jun 04, 2021",0.755401117993655
"Jun 03, 2021",0.753295668549906
"Jun 02, 2021",0.756315232188776
"Jun 01, 2021",0.756200846944949
"May 31, 2021",0.756887677868604
"May 28, 2021",0.756143667296786
"May 27, 2021",0.755401117993655
"May 26, 2021",0.754773945203412
"May 25, 2021",0.75431847325941
"May 24, 2021",0.753352418261263
"May 21, 2021",0.750863493016969
"May 20, 2021",0.751371252535878
"May 19, 2021",0.74956899782625
"May 18, 2021",0.752219046186249
"May 17, 2021",0.749007564976406
"May 14, 2021",0.750581700818134
"May 13, 2021",0.75007500750075
"May 12, 2021",0.749906261717285
"May 11, 2021",0.754546140496491
"May 10, 2021",0.754432289701999
"May 07, 2021",0.754887899146977
"May 06, 2021",0.75007500750075
"May 05, 2021",0.749007564976406
"May 04, 2021",0.748502994011976
"May 03, 2021",0.752275633792222
"Apr 30, 2021",0.751823171190136
"Apr 29, 2021",0.753977229887657
"Apr 28, 2021",0.754773945203412
"Apr 27, 2021",0.754147812971342
"Apr 26, 2021",0.754660025658441
"Apr 23, 2021",0.753863550697324
"Apr 22, 2021",0.752388834549695
"Apr 21, 2021",0.752558699578567
"Apr 20, 2021",0.752558699578567
"Apr 19, 2021",0.751427712654043
"Apr 16, 2021",0.749512816669165
"Apr 15, 2021",0.749456643933149
"Apr 14, 2021",0.748783227255709
"Apr 13, 2021",0.745656550592797
"Apr 12, 2021",0.74582338902148
"Apr 09, 2021",0.745545366435548
"Apr 08, 2021",0.745990302126072
"Apr 07, 2021",0.745600954369222
"Apr 06, 2021",0.746993351759169
"Apr 05, 2021",0.745434215430488
"Apr 02, 2021",0.743107676302296
"Apr 01, 2021",0.743826242189824
"Mar 31, 2021",0.743715603153354
"Mar 30, 2021",0.741949844190533
"Mar 29, 2021",0.741949844190533
"Mar 26, 2021",0.743494423791822
"Mar 25, 2021",0.741344799466232
"Mar 24, 2021",0.742942050520059
"Mar 23, 2021",0.744047619047619
"Mar 22, 2021",0.746101619040513
"Mar 19, 2021",0.745434215430488
"Mar 18, 2021",0.744324525493115
"Mar 17, 2021",0.746324352563624
"Mar 16, 2021",0.74360499702558
"Mar 15, 2021",0.742997250910172
"Mar 12, 2021",0.74360499702558
"Mar 11, 2021",0.746602956547708
"Mar 10, 2021",0.744379931517046
"Mar 09, 2021",0.744213738185607
"Mar 08, 2021",0.740850496369832
"Mar 05, 2021",0.745156482861401
"Mar 04, 2021",0.747831289261143
"Mar 03, 2021",0.750581700818134
"Mar 02, 2021",0.751823171190136
"Mar 01, 2021",0.753238927387767
"Feb 26, 2021",0.751032669921141
"Feb 25, 2021",0.754603078780561
"Feb 24, 2021",0.757977715455166
"Feb 23, 2021",0.757575757575758
"Feb 22, 2021",0.756830394308636
"Feb 19, 2021",0.755172934602024
"Feb 18, 2021",0.754147812971342
"Feb 17, 2021",0.752785305630834
"Feb 16, 2021",0.75340917652377
"Feb 15, 2021",0.756029333938157
"Feb 12, 2021",0.754944889023101
"Feb 11, 2021",0.754887899146977
"Feb 10, 2021",0.753920386007238
"Feb 09, 2021",0.754261577915221
"Feb 08, 2021",0.750300120048019
"Feb 05, 2021",0.749456643933149
"Feb 04, 2021",0.748055056852184
"Feb 03, 2021",0.75041272699985
"Feb 02, 2021",0.75052536775743
"Feb 01, 2021",0.75041272699985
"Jan 29, 2021",0.752558699578567
"Jan 28, 2021",0.752502069380691
"Jan 27, 2021",0.752671985548698
"Jan 26, 2021",0.754944889023101
"Jan 25, 2021",0.753522718709969
"Jan 22, 2021",0.752841978468719
"Jan 21, 2021",0.75642965204236
"Jan 20, 2021",0.755001887504719
"Jan 19, 2021",0.752615338300595
"Jan 18, 2021",0.751371252535878
"Jan 15, 2021",0.752049334436339
"Jan 14, 2021",0.754944889023101
"Jan 13, 2021",0.753863550697324
"Jan 12, 2021",0.755857898715042
"Jan 11, 2021",0.751484181257985
"Jan 08, 2021",0.754773945203412
"Jan 07, 2021",0.754944889023101
"Jan 06, 2021",0.758955676988464
"Jan 05, 2021",0.758955676988464
"Jan 04, 2021",0.757346258709482
"Jan 01, 2021",0.75654410652141
"Dec 31, 2020",0.757059580588992
"Dec 30, 2020",0.755915035150049
"Dec 29, 2020",0.753636295123973
"Dec 28, 2020",0.751936235807203
"Dec 25, 2020",0.753182194772915
"Dec 24, 2020",0.752502069380691
"Dec 23, 2020",0.751823171190136
"Dec 22, 2020",0.748559023879033
"Dec 21, 2020",0.750581700818134
"Dec 18, 2020",0.753636295123973
"Dec 17, 2020",0.754546140496491
"Dec 16, 2020",0.752502069380691
"Dec 15, 2020",0.750694392312889
"Dec 14, 2020",0.749288176232579
"Dec 11, 2020",0.748334954725735
"Dec 10, 2020",0.748951467944877
"Dec 09, 2020",0.74794315632012
"Dec 08, 2020",0.747663551401869
"Dec 07, 2020",0.74839095943721
"Dec 04, 2020",0.748951467944877
"Dec 03, 2020",0.749737591842855
"Dec 02, 2020",0.747775368279369
"Dec 01, 2020",0.747887218607434
"Nov 30, 2020",0.745489786789921
"Nov 27, 2020",0.747160789001793
"Nov 26, 2020",0.747104968248039
"Nov 25, 2020",0.74643576920206
"Nov 24, 2020",0.745156482861401
"Nov 23, 2020",0.744379931517046
"Nov 20, 2020",0.744546199091654
"Nov 19, 2020",0.743770918557084
"Nov 18, 2020",0.745212012817647
"Nov 17, 2020",0.744768004766515
"Nov 16, 2020",0.743273375947673
"Nov 13, 2020",0.742335387127904
"Nov 12, 2020",0.741179958493922
"Nov 11, 2020",0.741289844329133
"Nov 10, 2020",0.741839762611276
"Nov 09, 2020",0.742280285035629
"Nov 06, 2020",0.741784734070173
"Nov 05, 2020",0.740960284528749
"Nov 04, 2020",0.736648250460405
"Nov 03, 2020",0.735456350665588
"Nov 02, 2020",0.732869182850861
"Oct 30, 2020",0.732064421669107
"Oct 29, 2020",0.731635937957272
"Oct 28, 2020",0.732600732600733
"Oct 27, 2020",0.735023888276369
"Oct 26, 2020",0.734645900675874
"Oct 23, 2020",0.736756796581448
"Oct 22, 2020",0.737028301886793
"Oct 21, 2020",0.738606987222099
"Oct 20, 2020",0.736811081638668
"Oct 19, 2020",0.736485491235823
"Oct 16, 2020",0.736431254142426
"Oct 15, 2020",0.735510444248308
"Oct 14, 2020",0.736919675755343
"Oct 13, 2020",0.735402265038976
"Oct 12, 2020",0.736919675755343
"Oct 09, 2020",0.739262216308125
"Oct 08, 2020",0.736377025036819
"Oct 07, 2020",0.735726898175397
"Oct 06, 2020",0.733837234901299
"Oct 05, 2020",0.735348187366718
"Oct 02, 2020",0.733245343892066
"Oct 01, 2020",0.73389109056216
"Sep 30, 2020",0.732493407559332
"Sep 29, 2020",0.730727073438071
"Sep 28, 2020",0.728809853509219
"Sep 25, 2020",0.726163677292862
