Date,Price
"Sep 17, 2021",0.154964280733291
"Sep 16, 2021",0.154880277545457
"Sep 15, 2021",0.15547263681592
"Sep 14, 2021",0.155322916343077
"Sep 13, 2021",0.155012323479717
"Sep 10, 2021",0.155183116076971
"Sep 09, 2021",0.155005115168801
"Sep 08, 2021",0.154770011762521
"Sep 07, 2021",0.154650335591228
"Sep 06, 2021",0.154937869914164
"Sep 03, 2021",0.154971485246715
"Sep 02, 2021",0.154899470243812
"Sep 01, 2021",0.154832316601121
"Aug 31, 2021",0.154789177140734
"Aug 30, 2021",0.154659902873581
"Aug 27, 2021",0.154533232371622
"Aug 26, 2021",0.154299557160271
"Aug 25, 2021",0.154425844709371
"Aug 24, 2021",0.154535620460516
"Aug 23, 2021",0.154309081089422
"Aug 20, 2021",0.153817756721836
"Aug 19, 2021",0.153983554556373
"Aug 18, 2021",0.154223408028871
"Aug 17, 2021",0.154192493909396
"Aug 16, 2021",0.154459238207037
"Aug 13, 2021",0.154397233201581
"Aug 12, 2021",0.154363866506128
"Aug 11, 2021",0.154361483722582
"Aug 10, 2021",0.154197249121076
"Aug 09, 2021",0.154185361641766
"Aug 06, 2021",0.154261473197069
"Aug 05, 2021",0.154779593858346
"Aug 04, 2021",0.154667079112211
"Aug 03, 2021",0.154559505409583
"Aug 02, 2021",0.154750851129681
"Jul 30, 2021",0.154777198223158
"Jul 29, 2021",0.154889873300084
"Jul 28, 2021",0.154071335028118
"Jul 27, 2021",0.153600393217007
"Jul 26, 2021",0.154261473197069
"Jul 23, 2021",0.154301938032342
"Jul 22, 2021",0.154561894310577
"Jul 21, 2021",0.154645552393913
"Jul 20, 2021",0.15421389467191
"Jul 19, 2021",0.154099825867197
"Jul 16, 2021",0.154356718376167
"Jul 15, 2021",0.154873081509703
"Jul 14, 2021",0.154588177096216
"Jul 13, 2021",0.154595346680065
"Jul 12, 2021",0.15443776930086
"Jul 09, 2021",0.154349570908193
"Jul 08, 2021",0.154087953403803
"Jul 07, 2021",0.154516517815755
"Jul 06, 2021",0.154435384235236
"Jul 05, 2021",0.154726907009129
"Jul 02, 2021",0.154509355541478
"Jul 01, 2021",0.15460968784304
"Jun 30, 2021",0.154880277545457
"Jun 29, 2021",0.154714937727238
"Jun 28, 2021",0.154906668732089
"Jun 25, 2021",0.154930668525835
"Jun 24, 2021",0.154557116582433
"Jun 23, 2021",0.15449503298469
"Jun 22, 2021",0.154294795636543
"Jun 21, 2021",0.154657510942019
"Jun 18, 2021",0.154964280733291
"Jun 17, 2021",0.15509406455015
"Jun 16, 2021",0.156325720270756
"Jun 15, 2021",0.156123149940673
"Jun 11, 2021",0.156330607969734
"Jun 10, 2021",0.156423532356208
"Jun 09, 2021",0.156580286541924
"Jun 08, 2021",0.15625
"Jun 07, 2021",0.156340384284665
"Jun 04, 2021",0.156384392837595
"Jun 03, 2021",0.156162158785683
"Jun 02, 2021",0.156727529190502
"Jun 01, 2021",0.156749639475829
"May 31, 2021",0.157015450320312
"May 28, 2021",0.157049973301505
"May 27, 2021",0.156680872399098
"May 26, 2021",0.156482278381973
"May 25, 2021",0.15600624024961
"May 24, 2021",0.155819062904156
"May 21, 2021",0.155426724070937
"May 20, 2021",0.155426724070937
"May 19, 2021",0.155419477168879
"May 18, 2021",0.155642023346304
"May 17, 2021",0.155308442566938
"May 14, 2021",0.155359112588749
"May 13, 2021",0.155024338821195
"May 12, 2021",0.154880277545457
"May 11, 2021",0.155557283969822
"May 10, 2021",0.155870066712389
"May 07, 2021",0.155496812315348
"May 06, 2021",0.154803554289606
"Apr 30, 2021",0.154487872701993
"Apr 29, 2021",0.154535620460516
"Apr 28, 2021",0.154390081981134
"Apr 27, 2021",0.154249575813667
"Apr 26, 2021",0.154216272901117
"Apr 23, 2021",0.153976441604435
"Apr 22, 2021",0.154059466954244
"Apr 21, 2021",0.154076082769672
"Apr 20, 2021",0.153891137409397
"Apr 19, 2021",0.153645233156641
"Apr 16, 2021",0.153367176356916
"Apr 15, 2021",0.153327200245324
"Apr 14, 2021",0.153158120443546
"Apr 13, 2021",0.152832755116076
"Apr 12, 2021",0.152804730834467
"Apr 09, 2021",0.152620493879918
"Apr 08, 2021",0.152660102282269
"Apr 07, 2021",0.152870136818772
"Apr 06, 2021",0.152975370965275
"Apr 02, 2021",0.152332206075008
"Apr 01, 2021",0.152334526620459
"Mar 31, 2021",0.152629811654812
"Mar 30, 2021",0.152169943392781
"Mar 29, 2021",0.152257985931362
"Mar 26, 2021",0.152877147923928
"Mar 25, 2021",0.152783719366864
"Mar 24, 2021",0.15330369461904
"Mar 23, 2021",0.153468385512584
"Mar 22, 2021",0.153680651605963
"Mar 19, 2021",0.153680651605963
"Mar 18, 2021",0.153718449288284
"Mar 17, 2021",0.153775180685837
"Mar 16, 2021",0.153723175305909
"Mar 15, 2021",0.153855621884424
"Mar 12, 2021",0.153654676480079
"Mar 11, 2021",0.154007269143104
"Mar 10, 2021",0.153727901614143
"Mar 09, 2021",0.153727901614143
"Mar 08, 2021",0.153256704980843
"Mar 05, 2021",0.153940886699507
"Mar 04, 2021",0.154573839923331
"Mar 03, 2021",0.154619250096637
"Mar 02, 2021",0.154554727829124
"Mar 01, 2021",0.154683826259126
"Feb 26, 2021",0.154487872701993
"Feb 25, 2021",0.154940270525712
"Feb 24, 2021",0.154904269161658
"Feb 23, 2021",0.15470297029703
"Feb 22, 2021",0.154738878143133
"Feb 19, 2021",0.154906668732089
"Feb 18, 2021",0.15415683916817
"Feb 11, 2021",0.154937869914164
"Feb 10, 2021",0.154856293359762
"Feb 09, 2021",0.155414646276265
"Feb 08, 2021",0.155173483955062
"Feb 05, 2021",0.154645552393913
"Feb 04, 2021",0.154523680754076
"Feb 03, 2021",0.154849099552486
"Feb 02, 2021",0.154916267757277
"Feb 01, 2021",0.154633595695001
"Jan 29, 2021",0.155642023346304
"Jan 28, 2021",0.155060396024251
"Jan 27, 2021",0.154268612508099
"Jan 26, 2021",0.154714937727238
"Jan 25, 2021",0.154359101012596
"Jan 22, 2021",0.154297176361673
"Jan 21, 2021",0.154810743865624
"Jan 20, 2021",0.154679040989946
"Jan 19, 2021",0.154375781527394
"Jan 18, 2021",0.154078456750177
"Jan 15, 2021",0.154320987654321
"Jan 14, 2021",0.154473554127533
"Jan 13, 2021",0.154614468821992
"Jan 12, 2021",0.154774802662127
"Jan 11, 2021",0.154332896056795
"Jan 08, 2021",0.154440154440154
"Jan 07, 2021",0.154416306361952
"Jan 06, 2021",0.154758035811009
"Jan 05, 2021",0.154918667699458
"Jan 04, 2021",0.154796365381341
"Jan 01, 2021",0.153216786431121
"Dec 31, 2020",0.153256704980843
"Dec 30, 2020",0.153355416513311
"Dec 29, 2020",0.153139356814701
"Dec 28, 2020",0.153031555106663
"Dec 25, 2020",0.152886497064579
"Dec 24, 2020",0.153139356814701
"Dec 23, 2020",0.152905198776758
"Dec 22, 2020",0.152844434934124
"Dec 21, 2020",0.152748713092092
"Dec 18, 2020",0.153026871518639
"Dec 17, 2020",0.153090124156091
"Dec 16, 2020",0.15308543698238
"Dec 15, 2020",0.152933259925369
