DATETIME,PRICE_CONTRACT,FORWARD_CONTRACT,CARRY_CONTRACT,PRICE,FORWARD,CARRY
2013-06-07 23:00:00,201312,201403,201403,124.5,,
2013-06-21 23:00:00,201312,201403,201403,123.15,,
2013-07-05 23:00:00,201312,201403,201403,124.2,,
2013-07-08 23:00:00,201312,201403,201403,124.09,,
2013-07-10 23:00:00,201312,201403,201403,124.42,,
2013-07-12 23:00:00,201312,201403,201403,124.64,,
2013-07-15 23:00:00,201312,201403,201403,124.46,,
2013-07-17 23:00:00,201312,201403,201403,124.76,,
2013-07-18 23:00:00,201312,201403,201403,124.91,,
2013-07-19 23:00:00,201312,201403,201403,124.84,,
2013-07-22 23:00:00,201312,201403,201403,124.75,,
2013-07-23 23:00:00,201312,201403,201403,124.47,,
2013-07-24 23:00:00,201312,201403,201403,124.0,,
2013-07-31 23:00:00,201312,201403,201403,124.0,,
2013-08-01 23:00:00,201312,201403,201403,123.99,,
2013-08-02 23:00:00,201312,201403,201403,123.8,,
2013-08-05 23:00:00,201312,201403,201403,124.11,,
2013-08-06 23:00:00,201312,201403,201403,123.86,,
2013-08-07 23:00:00,201312,201403,201403,123.95,,
2013-08-09 23:00:00,201312,201403,201403,124.11,,
2013-08-12 23:00:00,201312,201403,201403,123.99,,
2013-08-13 23:00:00,201312,201403,201403,123.37,,
2013-08-14 23:00:00,201312,201403,201403,123.44,,
2013-08-15 23:00:00,201312,201403,201403,123.14,,
2013-08-16 23:00:00,201312,201403,201403,123.03,,
2013-08-19 23:00:00,201312,201403,201403,123.1,,
2013-08-20 23:00:00,201312,201403,201403,123.38,,
2013-08-21 23:00:00,201312,201403,201403,123.15,,
2013-08-22 23:00:00,201312,201403,201403,122.98,,
2013-08-23 23:00:00,201312,201403,201403,122.8,,
2013-08-26 23:00:00,201312,201403,201403,123.04,,
2013-08-27 23:00:00,201312,201403,201403,123.42,,
2013-08-28 23:00:00,201312,201403,201403,123.1,,
2013-08-29 23:00:00,201312,201403,201403,123.38,,
2013-08-30 23:00:00,201312,201403,201403,123.23,,
