DATETIME,PRICE,FORWARD,CARRY,PRICE_CONTRACT,FORWARD_CONTRACT,CARRY_CONTRACT
2014-06-16 20:00:00,273.0,,,20140900,20141200,20141200
2014-06-17 14:00:00,273.2,,,20140900,20141200,20141200
2014-06-17 15:00:00,272.6,,,20140900,20141200,20141200
2014-06-17 16:00:00,273.4,,,20140900,20141200,20141200
2014-06-17 17:00:00,273.3,,,20140900,20141200,20141200
2014-06-17 20:00:00,273.7,,,20140900,20141200,20141200
2014-06-18 16:00:00,273.0,,,20140900,20141200,20141200
2014-06-18 19:00:00,273.5,,,20140900,20141200,20141200
2014-06-18 20:00:00,275.6,,,20140900,20141200,20141200
2014-06-19 14:00:00,276.2,,,20140900,20141200,20141200
2014-06-19 15:00:00,276.0,,,20140900,20141200,20141200
2014-06-19 20:00:00,277.4,,,20140900,20141200,20141200
2014-06-20 17:00:00,277.0,,,20140900,20141200,20141200
2014-06-20 18:00:00,277.1,,,20140900,20141200,20141200
2014-06-23 15:00:00,279.3,,,20140900,20141200,20141200
2014-06-23 16:00:00,278.2,,,20140900,20141200,20141200
2014-06-23 18:00:00,278.5,,,20140900,20141200,20141200
2014-06-23 19:00:00,278.4,,,20140900,20141200,20141200
2014-06-23 20:00:00,278.1,,,20140900,20141200,20141200
2014-06-24 15:00:00,278.8,,,20140900,20141200,20141200
2014-06-24 16:00:00,278.8,,,20140900,20141200,20141200
2014-06-24 17:00:00,278.9,,,20140900,20141200,20141200
2014-06-24 20:00:00,278.3,,,20140900,20141200,20141200
2014-06-25 14:00:00,277.8,,,20140900,20141200,20141200
2014-06-25 15:00:00,277.8,,,20140900,20141200,20141200
2014-06-25 16:00:00,277.4,,,20140900,20141200,20141200
2014-06-25 17:00:00,278.1,,,20140900,20141200,20141200
2014-06-25 20:00:00,277.9,,,20140900,20141200,20141200
2014-06-26 14:00:00,277.7,,,20140900,20141200,20141200
2014-06-26 15:00:00,277.6,,,20140900,20141200,20141200
2014-06-26 16:00:00,277.2,,,20140900,20141200,20141200
2014-06-26 17:00:00,277.4,,,20140900,20141200,20141200
2014-06-26 20:00:00,277.8,,,20140900,20141200,20141200
2014-06-26 21:00:00,277.9,,,20140900,20141200,20141200
2014-06-27 14:00:00,278.2,,,20140900,20141200,20141200
2014-06-27 15:00:00,278.1,,,20140900,20141200,20141200
2014-06-27 17:00:00,278.4,,,20140900,20141200,20141200
2014-06-27 20:00:00,279.7,,,20140900,20141200,20141200
2014-06-30 14:00:00,278.9,,,20140900,20141200,20141200
2014-06-30 15:00:00,278.2,,,20140900,20141200,20141200
2014-06-30 16:00:00,278.8,,,20140900,20141200,20141200
2014-06-30 17:00:00,278.5,,,20140900,20141200,20141200
2014-06-30 18:00:00,278.9,,,20140900,20141200,20141200
2014-06-30 20:00:00,279.1,,,20140900,20141200,20141200
2014-06-30 21:00:00,279.2,,,20140900,20141200,20141200
2014-07-01 15:00:00,279.4,,,20140900,20141200,20141200
2014-07-01 20:00:00,279.8,,,20140900,20141200,20141200
2014-07-01 21:00:00,280.0,,,20140900,20141200,20141200
2014-07-02 14:00:00,280.0,,,20140900,20141200,20141200
2014-07-02 15:00:00,278.6,,,20140900,20141200,20141200
2014-07-02 17:00:00,279.4,,,20140900,20141200,20141200
2014-07-02 19:00:00,279.3,,,20140900,20141200,20141200
2014-07-02 20:00:00,278.8,,,20140900,20141200,20141200
2014-07-03 14:00:00,278.4,,,20140900,20141200,20141200
2014-07-03 16:00:00,277.9,,,20140900,20141200,20141200
2014-07-03 17:00:00,278.0,,,20140900,20141200,20141200
2014-07-07 14:00:00,278.7,,,20140900,20141200,20141200
2014-07-07 16:00:00,278.4,,,20140900,20141200,20141200
2014-07-07 17:00:00,278.3,,,20140900,20141200,20141200
2014-07-08 15:00:00,279.9,,,20140900,20141200,20141200
2014-07-08 17:00:00,279.5,,,20140900,20141200,20141200
2014-07-08 20:00:00,279.3,,,20140900,20141200,20141200
2014-07-09 15:00:00,278.2,,,20140900,20141200,20141200
2014-07-09 17:00:00,278.9,,,20140900,20141200,20141200
2014-07-10 16:00:00,280.3,,,20140900,20141200,20141200
2014-07-10 17:00:00,280.8,,,20140900,20141200,20141200
2014-07-11 14:00:00,280.7,,,20140900,20141200,20141200
2014-07-11 16:00:00,279.8,,,20140900,20141200,20141200
2014-07-14 15:00:00,280.9,,,20140900,20141200,20141200
2014-07-14 16:00:00,281.4,,,20140900,20141200,20141200
