DATETIME,CARRY,CARRY_CONTRACT,PRICE,PRICE_CONTRACT,FORWARD,FORWARD_CONTRACT
2021-05-26 08:00:00,,20210900,0.12022,20210600,,20210900
2021-05-26 10:00:00,,20210900,0.12021,20210600,,20210900
2021-05-26 11:00:00,,20210900,0.12009,20210600,,20210900
2021-05-26 12:00:00,,20210900,0.12005,20210600,,20210900
2021-05-26 13:00:00,,20210900,0.12016,20210600,,20210900
2021-05-26 14:00:00,,20210900,0.11987,20210600,,20210900
2021-05-26 15:00:00,,20210900,0.11969,20210600,,20210900
2021-05-26 17:00:00,,20210900,0.11952,20210600,,20210900
2021-05-26 18:00:00,,20210900,0.11957,20210600,,20210900
2021-05-26 19:00:00,,20210900,0.11955,20210600,,20210900
2021-05-26 23:00:00,,20210900,0.1204,20210600,,20210900
2021-05-27 07:00:00,,20210900,0.1196,20210600,,20210900
2021-05-27 08:00:00,,20210900,0.11961,20210600,,20210900
2021-05-27 12:00:00,,20210900,0.11948,20210600,,20210900
2021-05-27 13:00:00,,20210900,0.11971,20210600,,20210900
2021-05-27 14:00:00,,20210900,0.11992,20210600,,20210900
2021-05-27 15:00:00,,20210900,0.11962,20210600,,20210900
2021-05-27 16:00:00,,20210900,0.11965,20210600,,20210900
2021-05-27 17:00:00,,20210900,0.11979,20210600,,20210900
2021-05-27 18:00:00,,20210900,0.11987,20210600,,20210900
2021-05-27 23:00:00,,20210900,0.11939,20210600,,20210900
2021-05-28 01:00:00,,20210900,0.11974,20210600,,20210900
2021-05-28 02:00:00,,20210900,0.11972,20210600,,20210900
2021-05-28 07:00:00,,20210900,0.11965,20210600,,20210900
2021-05-28 08:00:00,,20210900,0.11992,20210600,,20210900
2021-05-28 12:00:00,,20210900,0.11931,20210600,,20210900
2021-05-28 13:00:00,,20210900,0.11979,20210600,,20210900
2021-05-28 14:00:00,,20210900,0.11991,20210600,,20210900
2021-05-28 15:00:00,,20210900,0.11984000000000003,20210600,,20210900
2021-05-28 16:00:00,,20210900,0.11967,20210600,,20210900
2021-05-28 18:00:00,,20210900,0.11956,20210600,,20210900
2021-05-28 19:00:00,,20210900,0.11951,20210600,,20210900
2021-05-28 20:00:00,0.11954,20210900,0.11955,20210600,0.11954,20210900
2021-05-28 23:00:00,,20210900,0.1196,20210600,,20210900
2021-05-31 07:00:00,,20210900,0.11946,20210600,,20210900
2021-05-31 12:00:00,,20210900,0.11943,20210600,,20210900
2021-05-31 13:00:00,,20210900,0.11971,20210600,,20210900
2021-05-31 14:00:00,,20210900,0.1199,20210600,,20210900
2021-05-31 16:00:00,,20210900,0.12024,20210600,,20210900
2021-05-31 22:00:00,,20210900,0.12026,20210600,,20210900
2021-05-31 23:00:00,,20210900,0.12034,20210600,,20210900
2021-06-01 01:00:00,,20210900,0.12048,20210600,,20210900
2021-06-01 02:00:00,,20210900,0.12066,20210600,,20210900
2021-06-01 04:00:00,,20210900,0.12065,20210600,,20210900
2021-06-01 07:00:00,,20210900,0.12125,20210600,,20210900
2021-06-01 08:00:00,,20210900,0.12097,20210600,,20210900
2021-06-01 09:00:00,0.12115,20210900,0.12088,20210600,0.12115,20210900
2021-06-01 11:00:00,,20210900,0.1211,20210600,,20210900
2021-06-01 12:00:00,,20210900,0.1207,20210600,,20210900
2021-06-01 13:00:00,,20210900,0.12072,20210600,,20210900
2021-06-01 14:00:00,0.12076,20210900,0.1205,20210600,0.12076,20210900
2021-06-01 15:00:00,,20210900,0.12043,20210600,,20210900
2021-06-01 16:00:00,0.12028,20210900,0.12024,20210600,0.12028,20210900
2021-06-01 17:00:00,,20210900,0.12012,20210600,,20210900
2021-06-01 18:00:00,,20210900,0.12037,20210600,,20210900
2021-06-01 19:00:00,,20210900,0.12031,20210600,,20210900
2021-06-01 20:00:00,,20210900,0.1202,20210600,,20210900
2021-06-01 23:00:00,,20210900,0.12034,20210600,,20210900
2021-06-02 01:00:00,,20210900,0.12037,20210600,,20210900
2021-06-02 04:00:00,,20210900,0.12046,20210600,,20210900
2021-06-02 08:00:00,,20210900,0.12021,20210600,,20210900
2021-06-02 10:00:00,,20210900,0.12008,20210600,,20210900
2021-06-02 11:00:00,,20210900,0.11985,20210600,,20210900
2021-06-02 12:00:00,0.12016,20210900,0.12024,20210600,0.12016,20210900
2021-06-02 13:00:00,,20210900,0.12006,20210600,,20210900
2021-06-02 14:00:00,,20210900,0.12033,20210600,,20210900
2021-06-02 15:00:00,,20210900,0.12054,20210600,,20210900
2021-06-02 16:00:00,,20210900,0.12053,20210600,,20210900
2021-06-02 18:00:00,,20210900,0.12054,20210600,,20210900
2021-06-02 19:00:00,,20210900,0.1205,20210600,,20210900
2021-06-02 20:00:00,,20210900,0.12048,20210600,,20210900
2021-06-02 22:00:00,,20210900,0.12051,20210600,,20210900
2021-06-02 23:00:00,,20210900,0.12023,20210600,,20210900
2021-06-03 07:00:00,,20210900,0.1201,20210600,,20210900
2021-06-03 10:00:00,,20210900,0.12055,20210600,,20210900
2021-06-03 11:00:00,,20210900,0.12004,20210600,,20210900
2021-06-03 12:00:00,,20210900,0.11971,20210600,,20210900
2021-06-03 13:00:00,,20210900,0.11944,20210600,,20210900
2021-06-03 14:00:00,,20210900,0.11931,20210600,,20210900
2021-06-03 15:00:00,0.11921,20210900,0.11915,20210600,0.11921,20210900
2021-06-03 17:00:00,0.1193,20210900,0.11923,20210600,0.1193,20210900
2021-06-03 18:00:00,,20210900,0.1193,20210600,,20210900
2021-06-03 20:00:00,,20210900,0.11928,20210600,,20210900
2021-06-03 22:00:00,,20210900,0.11929,20210600,,20210900
2021-06-03 23:00:00,,20210900,0.12027,20210600,,20210900
2021-06-04 07:00:00,,20210900,0.11916,20210600,,20210900
2021-06-04 08:00:00,,20210900,0.11908,20210600,,20210900
2021-06-04 09:00:00,,20210900,0.11905,20210600,,20210900
2021-06-04 10:00:00,,20210900,0.11903,20210600,,20210900
2021-06-04 12:00:00,,20210900,0.12016,20210600,,20210900
2021-06-04 13:00:00,0.12036,20210900,0.12031,20210600,0.12036,20210900
2021-06-04 14:00:00,,20210900,0.1204,20210600,,20210900
2021-06-04 17:00:00,0.12024,20210900,0.1202,20210600,0.12024,20210900
2021-06-04 19:00:00,,20210900,0.1203,20210600,,20210900
2021-06-04 20:00:00,0.12052,20210900,,20210600,0.12052,20210900
2021-06-04 23:00:00,,20210900,0.11907,20210600,,20210900
2021-06-06 22:00:00,,20210900,0.12045,20210600,,20210900
2021-06-07 07:00:00,,20210900,0.12021,20210600,,20210900
2021-06-07 08:00:00,,20210900,0.12046,20210600,,20210900
2021-06-07 09:00:00,0.12075,20210900,0.12077,20210600,0.12075,20210900
2021-06-07 10:00:00,,20210900,0.12097,20210600,,20210900
2021-06-07 11:00:00,,20210900,0.12103,20210600,,20210900
2021-06-07 12:00:00,0.12103,20210900,,20210600,0.12103,20210900
2021-06-07 13:00:00,,20210900,0.12079,20210600,,20210900
2021-06-07 15:00:00,,20210900,0.12091,20210600,,20210900
2021-06-07 17:00:00,,20210900,0.12105,20210600,,20210900
2021-06-07 18:00:00,,20210900,0.12105,20210600,,20210900
2021-06-07 20:00:00,,20210900,0.12107,20210600,,20210900
2021-06-07 23:00:00,0.1204,20210900,0.12027,20210600,0.1204,20210900
2021-06-08 07:00:00,,20210900,0.1209,20210600,,20210900
2021-06-08 10:00:00,,20210900,0.12107,20210600,,20210900
2021-06-08 11:00:00,0.12122,20210900,0.12107,20210600,0.12122,20210900
2021-06-08 12:00:00,0.12131,20210900,0.12116,20210600,0.12131,20210900
2021-06-08 13:00:00,0.1211,20210900,0.12114,20210600,0.1211,20210900
2021-06-08 14:00:00,0.12127,20210900,0.12122,20210600,0.12127,20210900
2021-06-08 15:00:00,,20210900,0.12104,20210600,,20210900
2021-06-08 16:00:00,0.12102,20210900,,20210600,0.12102,20210900
2021-06-08 18:00:00,0.12103,20210900,0.12103,20210600,0.12103,20210900
2021-06-08 19:00:00,0.12107,20210900,0.12103,20210600,0.12107,20210900
2021-06-08 20:00:00,,20210900,0.12093,20210600,,20210900
2021-06-08 22:00:00,,20210900,0.12108,20210600,,20210900
2021-06-08 23:00:00,,20210900,0.1209,20210600,,20210900
2021-06-09 01:00:00,,20210900,0.12095,20210600,,20210900
2021-06-09 02:00:00,,20210900,0.12114,20210600,,20210900
2021-06-09 03:00:00,,20210900,0.12098,20210600,,20210900
2021-06-09 07:00:00,,20210900,0.12095,20210600,,20210900
2021-06-09 09:00:00,,20210900,0.12115,20210600,,20210900
2021-06-09 11:00:00,0.12123,20210900,0.12135,20210600,0.12123,20210900
2021-06-09 12:00:00,0.12117,20210900,0.12118,20210600,0.12117,20210900
2021-06-09 13:00:00,0.12123,20210900,0.12127,20210600,0.12123,20210900
2021-06-09 14:00:00,0.12083,20210900,0.12081,20210600,0.12083,20210900
2021-06-09 15:00:00,0.12095999999999997,20210900,,20210600,0.12095999999999997,20210900
2021-06-09 18:00:00,,20210900,0.12074,20210600,,20210900
2021-06-09 20:00:00,,20210900,0.12082,20210600,,20210900
2021-06-09 23:00:00,0.12123,20210900,0.1211,20210600,0.12123,20210900
2021-06-10 01:00:00,,20210900,0.12072,20210600,,20210900
2021-06-10 07:00:00,0.12022,20210900,0.12015,20210600,0.12022,20210900
2021-06-10 08:00:00,,20210900,0.1199,20210600,,20210900
2021-06-10 09:00:00,0.12003,20210900,,20210600,0.12003,20210900
2021-06-10 11:00:00,0.1203,20210900,0.12037,20210600,0.1203,20210900
2021-06-10 13:00:00,0.12065,20210900,0.12063,20210600,0.12065,20210900
2021-06-10 14:00:00,0.12106,20210900,0.1208,20210600,0.12106,20210900
2021-06-10 15:00:00,0.12082,20210900,0.12087,20210600,0.12082,20210900
2021-06-10 16:00:00,,20210900,0.12068,20210600,,20210900
2021-06-10 17:00:00,0.12101,20210900,,20210600,0.12101,20210900
2021-06-10 18:00:00,,20210900,0.12086,20210600,,20210900
2021-06-10 22:00:00,0.12092,20210900,,20210600,0.12092,20210900
2021-06-10 23:00:00,0.12069,20210900,0.12084,20210600,0.12069,20210900
2021-06-11 07:00:00,0.12111,20210900,0.12102,20210600,0.12111,20210900
2021-06-11 10:00:00,0.12057,20210900,,20210600,0.12057,20210900
2021-06-11 11:00:00,0.12035,20210900,,20210600,0.12035,20210900
2021-06-11 12:00:00,0.12023,20210900,,20210600,0.12023,20210900
2021-06-11 13:00:00,0.12004,20210900,0.12012,20210600,0.12004,20210900
2021-06-11 14:00:00,0.11992,20210900,0.1199,20210600,0.11992,20210900
2021-06-11 15:00:00,,20211200,0.11989,20210900,,20211200
2021-06-11 19:00:00,,20211200,0.11984000000000003,20210900,,20211200
2021-06-11 20:00:00,,20211200,0.11992,20210900,,20211200
2021-06-13 22:00:00,,20211200,0.11983,20210900,,20211200
