DATETIME,PRICE_CONTRACT,FORWARD_CONTRACT,CARRY_CONTRACT,PRICE,FORWARD,CARRY
2013-04-15 23:00:00,201312,201403,201403,145.8,,
2013-05-03 23:00:00,201312,201403,201403,145.5,,
2013-05-06 23:00:00,201312,201403,201403,143.77,,
2013-05-28 23:00:00,201312,201403,201403,141.13,,
2013-06-03 23:00:00,201312,201403,201403,141.7,,
2013-06-04 23:00:00,201312,201403,201403,141.52,,
2013-06-05 23:00:00,201312,201403,201403,141.84,,
2013-06-06 23:00:00,201312,201403,201403,142.0,,
2013-06-07 23:00:00,201312,201403,201403,141.64,,
2013-06-10 23:00:00,201312,201403,201403,140.88,,
2013-06-11 23:00:00,201312,201403,201403,140.66,,
2013-06-12 23:00:00,201312,201403,201403,140.82,,
2013-06-13 23:00:00,201312,201403,201403,141.15,,
2013-06-14 23:00:00,201312,201403,201403,141.88,,
2013-06-17 23:00:00,201312,201403,201403,141.74,,
2013-06-18 23:00:00,201312,201403,201403,141.42,,
2013-06-19 23:00:00,201312,201403,201403,140.61,,
2013-06-20 23:00:00,201312,201403,201403,140.29,,
2013-06-21 23:00:00,201312,201403,201403,139.22,,
2013-06-24 23:00:00,201312,201403,201403,138.85,,
2013-06-25 23:00:00,201312,201403,201403,138.52,,
2013-06-26 23:00:00,201312,201403,201403,139.15,,
2013-06-27 23:00:00,201312,201403,201403,139.71,,
2013-06-28 23:00:00,201312,201403,201403,139.62,,
2013-07-01 23:00:00,201312,201403,201403,139.68,,
2013-07-02 23:00:00,201312,201403,201403,140.23,,
2013-07-03 23:00:00,201312,201403,201403,140.3,,
2013-07-04 23:00:00,201312,201403,201403,140.43,,
2013-07-05 23:00:00,201312,201403,201403,139.64,,
2013-07-08 23:00:00,201312,201403,201403,140.08,,
2013-07-09 23:00:00,201312,201403,201403,140.79,,
2013-07-10 23:00:00,201312,201403,201403,140.72,,
2013-07-11 23:00:00,201312,201403,201403,140.9,,
2013-07-12 23:00:00,201312,201403,201403,141.83,,
2013-07-15 23:00:00,201312,201403,201403,141.5,,
2013-07-16 23:00:00,201312,201403,201403,141.84,,
2013-07-17 23:00:00,201312,201403,201403,142.0,,
2013-07-18 23:00:00,201312,201403,201403,142.16,,
2013-07-19 23:00:00,201312,201403,201403,142.2,,
2013-07-22 23:00:00,201312,201403,201403,142.25,,
2013-07-23 23:00:00,201312,201403,201403,141.82,,
2013-07-24 23:00:00,201312,201403,201403,140.4,,
2013-07-25 23:00:00,201312,201403,201403,140.41,,
2013-07-26 23:00:00,201312,201403,201403,140.56,,
2013-07-29 23:00:00,201312,201403,201403,140.42,,
2013-07-30 23:00:00,201312,201403,201403,140.43,,
2013-07-31 23:00:00,201312,201403,201403,141.0,,
2013-08-01 23:00:00,201312,201403,201403,140.32,,
2013-08-02 23:00:00,201312,201403,201403,140.83,,
2013-08-05 23:00:00,201312,201403,201403,140.28,,
2013-08-06 23:00:00,201312,201403,201403,140.1,,
2013-08-07 23:00:00,201312,201403,201403,140.24,,
2013-08-08 23:00:00,201312,201403,201403,140.38,,
2013-08-09 23:00:00,201312,201403,201403,140.43,,
2013-08-12 23:00:00,201312,201403,201403,140.09,,
2013-08-13 23:00:00,201312,201403,201403,138.85,,
2013-08-14 23:00:00,201312,201403,201403,138.89,,
2013-08-15 23:00:00,201312,201403,201403,138.25,,
2013-08-16 23:00:00,201312,201403,201403,137.8,,
2013-08-19 23:00:00,201312,201403,201403,138.0,,
2013-08-20 23:00:00,201312,201403,201403,138.68,,
2013-08-21 23:00:00,201312,201403,201403,138.03,,
2013-08-22 23:00:00,201312,201403,201403,137.77,,
2013-08-23 23:00:00,201312,201403,201403,137.6,,
2013-08-26 23:00:00,201312,201403,201403,138.07,,
2013-08-27 23:00:00,201312,201403,201403,138.98,,
2013-08-28 23:00:00,201312,201403,201403,138.3,,
2013-08-29 23:00:00,201312,201403,201403,138.78,,
2013-08-30 23:00:00,201312,201403,201403,138.47,,
2013-09-02 23:00:00,201312,201403,201403,138.04,,
2013-09-03 23:00:00,201312,201403,201403,137.87,,
2013-09-04 23:00:00,201312,201403,201403,137.55,,
2013-09-05 23:00:00,201312,201403,201403,136.45,,
2013-09-06 23:00:00,201312,201403,201403,137.53,,
2013-09-09 23:00:00,201312,201403,201403,137.47,,
2013-09-10 23:00:00,201312,201403,201403,136.65,,
2013-09-11 23:00:00,201312,201403,201403,137.33,,
2013-09-12 23:00:00,201312,201403,201403,137.59,,
2013-09-13 23:00:00,201312,201403,201403,137.94,,
2013-09-16 23:00:00,201312,201403,201403,138.16,,
2013-09-17 23:00:00,201312,201403,201403,138.06,,
2013-09-18 23:00:00,201312,201403,201403,139.04,,
2013-09-19 23:00:00,201312,201403,201403,138.49,,
2013-09-20 23:00:00,201312,201403,201403,138.51,,
2013-09-23 23:00:00,201312,201403,201403,138.79,,
2013-09-24 23:00:00,201312,201403,201403,139.72,,
2013-09-25 23:00:00,201312,201403,201403,139.96,,
2013-09-26 23:00:00,201312,201403,201403,139.82,,
2013-09-27 23:00:00,201312,201403,201403,140.36,,
2013-09-30 19:39:42,201312,201403,201403,140.54576923076922,,
2013-09-30 23:00:00,201312,201403,201403,140.5,140.37,140.37
2013-10-01 23:00:00,201312,201403,201403,140.26,140.14,140.14
2013-10-02 23:00:00,201312,201403,201403,140.32,140.19,140.19
2013-10-03 23:00:00,201312,201403,201403,140.23,140.1,140.1
2013-10-04 23:00:00,201312,201403,201403,139.96,139.84,139.84
2013-10-07 23:00:00,201312,201403,201403,140.31,140.18,140.18
2013-10-08 10:34:06,201312,201403,201403,140.12153846153845,,
2013-10-08 23:00:00,201312,201403,201403,140.22,140.08,140.08
2013-10-09 10:08:59,201312,201403,201403,140.55423076923077,,
2013-10-09 23:00:00,201312,201403,201403,140.24,140.13,140.13
2013-10-10 10:09:55,201312,201403,201403,139.92884615384617,,
