DATETIME,PRICE,FORWARD,CARRY,PRICE_CONTRACT,FORWARD_CONTRACT,CARRY_CONTRACT
2009-12-03 23:00:00,115.93,116.73,116.73,20100300,20100600,20100600
2009-12-04 23:00:00,115.79,116.58,116.58,20100300,20100600,20100600
2009-12-07 23:00:00,116.33,117.19,117.19,20100300,20100600,20100600
2009-12-08 23:00:00,116.19,117.05,117.05,20100300,20100600,20100600
2009-12-09 23:00:00,115.84,116.7,116.7,20100300,20100600,20100600
2009-12-10 23:00:00,115.67,116.53,116.53,20100300,20100600,20100600
2009-12-11 23:00:00,115.65,116.51,116.51,20100300,20100600,20100600
2009-12-14 23:00:00,115.85,116.71,116.71,20100300,20100600,20100600
2009-12-15 23:00:00,115.62,116.48,116.48,20100300,20100600,20100600
2009-12-16 23:00:00,115.92,116.78,116.78,20100300,20100600,20100600
2009-12-17 23:00:00,116.32,117.18,117.18,20100300,20100600,20100600
2009-12-18 23:00:00,116.22,117.08,117.08,20100300,20100600,20100600
2009-12-21 23:00:00,115.76,116.62,116.62,20100300,20100600,20100600
2009-12-22 23:00:00,115.77,116.63,116.63,20100300,20100600,20100600
2009-12-23 23:00:00,115.73,116.59,116.59,20100300,20100600,20100600
2009-12-28 23:00:00,115.42,116.28,116.28,20100300,20100600,20100600
2009-12-29 23:00:00,115.07,115.93,115.93,20100300,20100600,20100600
2009-12-30 23:00:00,114.78,115.64,115.64,20100300,20100600,20100600
2010-01-04 23:00:00,115.22,116.08,116.08,20100300,20100600,20100600
2010-01-05 23:00:00,115.25,116.11,116.11,20100300,20100600,20100600
2010-01-06 23:00:00,115.11,115.97,115.97,20100300,20100600,20100600
2010-01-07 23:00:00,115.38,116.24,116.24,20100300,20100600,20100600
2010-01-08 23:00:00,115.55,116.41,116.41,20100300,20100600,20100600
2010-01-11 23:00:00,115.74,116.6,116.6,20100300,20100600,20100600
2010-01-12 23:00:00,115.78,116.64,116.64,20100300,20100600,20100600
2010-01-13 23:00:00,115.49,116.35,116.35,20100300,20100600,20100600
2010-01-14 23:00:00,115.41,116.27,116.27,20100300,20100600,20100600
2010-01-15 23:00:00,115.6,116.46,116.46,20100300,20100600,20100600
2010-01-18 23:00:00,115.82,116.68,116.68,20100300,20100600,20100600
2010-01-19 23:00:00,115.8,116.66,116.66,20100300,20100600,20100600
2010-01-20 23:00:00,115.72,116.58,116.58,20100300,20100600,20100600
2010-01-21 23:00:00,115.63,116.49,116.49,20100300,20100600,20100600
2010-01-22 23:00:00,115.72,114.22,114.22,20100300,20100600,20100600
2010-01-25 23:00:00,116.03,114.53,114.53,20100300,20100600,20100600
2010-01-26 23:00:00,116.26,114.76,114.76,20100300,20100600,20100600
2010-01-27 23:00:00,115.72,114.12,114.12,20100300,20100600,20100600
2010-01-28 23:00:00,115.17,113.57,113.57,20100300,20100600,20100600
2010-01-29 23:00:00,115.45,113.85,113.85,20100300,20100600,20100600
2010-02-01 23:00:00,116.02,114.42,114.42,20100300,20100600,20100600
2010-02-02 23:00:00,115.99,114.39,114.39,20100300,20100600,20100600
2010-02-03 23:00:00,115.79,114.19,114.19,20100300,20100600,20100600
2010-02-04 23:00:00,115.96,114.36,114.36,20100300,20100600,20100600
2010-02-05 23:00:00,115.94,114.34,114.34,20100300,20100600,20100600
2010-02-08 23:00:00,115.72,114.12,114.12,20100300,20100600,20100600
2010-02-09 23:00:00,116.13,114.53,114.53,20100300,20100600,20100600
2010-02-10 23:00:00,116.47,114.87,114.87,20100300,20100600,20100600
2010-02-11 23:00:00,116.3,114.5,114.5,20100300,20100600,20100600
2010-02-12 23:00:00,116.15,114.32,114.32,20100300,20100600,20100600
2010-02-15 23:00:00,116.05,114.22,114.22,20100300,20100600,20100600
2010-02-16 23:00:00,116.11,114.28,114.28,20100300,20100600,20100600
2010-02-17 23:00:00,116.3,114.47,114.47,20100300,20100600,20100600
2010-02-18 23:00:00,116.07,114.24,114.24,20100300,20100600,20100600
2010-02-19 23:00:00,115.9,114.07,114.07,20100300,20100600,20100600
2010-02-22 23:00:00,115.91,114.08,114.08,20100300,20100600,20100600
2010-02-23 23:00:00,116.49,114.66,114.66,20100300,20100600,20100600
2010-02-24 23:00:00,116.59,114.79,114.79,20100300,20100600,20100600
2010-02-25 23:00:00,116.33,114.49,114.49,20100300,20100600,20100600
2010-02-26 23:00:00,116.95,115.07,115.07,20100300,20100600,20100600
2010-03-01 23:00:00,117.13,115.25,115.25,20100300,20100600,20100600
2010-03-02 23:00:00,117.13,115.25,115.25,20100300,20100600,20100600
2010-03-03 23:00:00,115.25,115.19,115.19,20100600,20100900,20100900
2010-03-04 23:00:00,115.34,115.37,115.37,20100600,20100900,20100900
2010-03-05 23:00:00,115.38,115.41,115.41,20100600,20100900,20100900
2010-03-08 23:00:00,115.4,114.3,114.3,20100600,20100900,20100900
2010-03-09 23:00:00,115.67,114.57,114.57,20100600,20100900,20100900
2010-03-10 23:00:00,115.72,114.62,114.62,20100600,20100900,20100900
2010-03-11 23:00:00,115.45,114.35,114.35,20100600,20100900,20100900
2010-03-12 23:00:00,115.52,114.42,114.42,20100600,20100900,20100900
2010-03-15 23:00:00,115.61,114.51,114.51,20100600,20100900,20100900
2010-03-16 23:00:00,115.77,114.67,114.67,20100600,20100900,20100900
2010-03-17 23:00:00,116.0,114.9,114.9,20100600,20100900,20100900
2010-03-18 23:00:00,115.64,114.54,114.54,20100600,20100900,20100900
2010-03-19 23:00:00,115.63,114.53,114.53,20100600,20100900,20100900
2010-03-22 23:00:00,115.9,114.8,114.8,20100600,20100900,20100900
2010-03-23 23:00:00,116.13,115.03,115.03,20100600,20100900,20100900
2010-03-24 23:00:00,116.05,114.95,114.95,20100600,20100900,20100900
2010-03-25 23:00:00,115.98,114.88,114.88,20100600,20100900,20100900
2010-03-26 23:00:00,116.24,115.14,115.14,20100600,20100900,20100900
2010-03-29 23:00:00,116.38,115.28,115.28,20100600,20100900,20100900
2010-03-30 23:00:00,116.56,115.46,115.46,20100600,20100900,20100900
2010-03-31 23:00:00,116.75,115.65,115.65,20100600,20100900,20100900
2010-04-01 23:00:00,117.02,115.92,115.92,20100600,20100900,20100900
