DATETIME,PRICE_CONTRACT,FORWARD_CONTRACT,CARRY_CONTRACT,PRICE,FORWARD,CARRY
2013-08-14 23:00:00,201310,201311,201311,4117.5,,
2013-08-15 23:00:00,201310,201311,201311,4089.0,,
2013-08-16 23:00:00,201310,201311,201311,4114.5,,
2013-08-19 23:00:00,201310,201311,201311,4084.5,,
2013-08-20 23:00:00,201310,201311,201311,4029.5,,
2013-08-21 23:00:00,201310,201311,201311,4036.5,,
2013-08-22 23:00:00,201310,201311,201311,4060.0,,
2013-08-23 23:00:00,201310,201311,201311,4073.0,,
2013-08-26 23:00:00,201310,201311,201311,4050.0,,
2013-08-27 23:00:00,201310,201311,201311,3951.5,,
2013-08-28 23:00:00,201310,201311,201311,3953.0,,
2013-08-29 23:00:00,201310,201311,201311,3972.5,,
2013-08-30 23:00:00,201310,201311,201311,3928.5,,
2013-09-02 23:00:00,201310,201311,201311,3992.0,,
2013-09-03 23:00:00,201310,201311,201311,3971.0,,
2013-09-04 23:00:00,201310,201311,201311,3970.0,,
2013-09-05 23:00:00,201310,201311,201311,4002.5,,
2013-09-06 23:00:00,201310,201311,201311,4033.0,4020.0,4020.0
2013-09-09 23:00:00,201310,201311,201311,4042.5,,
2013-09-10 23:00:00,201310,201311,201311,4111.0,,
2013-09-11 23:00:00,201310,201311,201311,4120.0,,
2013-09-12 23:00:00,201310,201311,201311,4105.0,,
2013-09-13 23:00:00,201310,201311,201311,4116.0,,
2013-09-16 23:00:00,201310,201311,201311,4140.5,,
2013-09-17 23:00:00,201310,201311,201311,4149.0,,
2013-09-18 23:00:00,201310,201311,201311,4224.0,4214.0,4214.0
2013-09-19 23:00:00,201310,201311,201311,4198.0,4190.0,4190.0
2013-09-20 23:00:00,201310,201311,201311,4188.0,4183.5,4183.5
2013-09-23 23:00:00,201310,201311,201311,4178.0,4173.0,4173.0
2013-09-24 23:00:00,201310,201311,201311,4191.0,4183.0,4183.0
2013-09-25 13:43:27,201310,201311,201311,4187.4807692307695,,
2013-09-25 23:00:00,201310,201311,201311,4186.0,4179.0,4179.0
2013-09-26 23:00:00,201310,201311,201311,4196.5,4186.0,4186.0
2013-09-27 23:00:00,201310,201311,201311,4189.5,4187.0,4187.0
2013-09-30 23:00:00,201310,201311,201311,4144.0,4136.0,4136.0
2013-10-01 23:00:00,201310,201311,201311,4192.5,4188.0,4188.0
2013-10-02 23:00:00,201310,201311,201311,4169.5,4158.0,4158.0
2013-10-03 23:00:00,201310,201311,201311,4123.0,4116.0,4116.0
2013-10-04 23:00:00,201310,201311,201311,4167.5,4165.5,4165.5
