index,0,1,2
1970-11-20,3298.020987100435,-587.2815708616502,-1065.431706334042
1970-11-23,-4243.934843149495,866.6313912869236,2587.370022144538
1970-11-24,-5593.64039636569,4302.117914493533,11536.495938612945
1970-11-25,-335.79466709606453,-1243.2101716913555,-3152.2014664770563
1970-11-26,0.0,0.0,0.0
1970-11-27,2852.1063201673037,1571.7950970261718,3589.6148493464066
1970-11-30,13010.556193723161,4936.641350708592,7176.355043070257
1970-12-01,-13213.405443955524,-3397.1826425566505,-6273.1756637708395
1970-12-02,5409.135446394352,1364.1207615591,2123.6011493233864
1970-12-03,-13100.48559792632,-3682.207033550584,-4693.029381537512
1970-12-04,-1947.1085835429594,-541.1073423946601,-677.6866724347642
1970-12-07,8304.128629557688,2357.583427756519,2949.8634198530926
1970-12-08,11867.798820565271,3512.853095585501,4525.68302208802
1970-12-09,33600.04760221045,10414.665880557122,13359.87001308758
1970-12-10,-24895.75514389044,-8299.349433093967,-10569.22245720329
1970-12-11,-8972.032529321184,-3735.5608879520614,-4093.968254317183
1970-12-14,-10232.48231330074,-4981.832737078198,-4862.686414770601
1970-12-15,7734.29408511377,4045.6577855625596,3801.3522686309443
1970-12-16,17150.58567159718,9798.48654607053,8672.740870658201
1970-12-17,-31928.843445550072,-19309.672610771246,-15673.004393108853
1970-12-18,4996.469833344251,3376.182635637744,2593.9771630590244
1970-12-21,-14668.848313055296,-11620.171394065905,-8606.155310890346
1970-12-22,12848.694710098109,12906.907881065748,9738.913510343144
1970-12-23,3327.8228576777087,3654.65257690498,2622.5626126408574
1970-12-24,-2032.5051350627355,-3230.586789694456,-2297.182042886554
1970-12-25,0.0,0.0,0.0
1970-12-28,-502.39010049352714,-1150.662626769445,-821.0155376251973
1970-12-29,1579.9165674143298,11523.174970104674,7668.9158884157205
1970-12-30,-324.6631481703597,-3051.560650783804,-2007.5460036254374
1970-12-31,-88.71611614070595,-6111.778021843172,-3830.3795398688226
1971-01-01,0.0,0.0,0.0
1971-01-04,269.4575830074979,-11392.991181228645,-6840.4591641132065
1971-01-05,-541.2650315024001,2700.4025474465443,1541.8648645021
1971-01-06,5552.76287402864,-29670.781868953556,-17012.811209430685
1971-01-07,-1368.6102743582587,4373.860470638971,2581.775594062814
1971-01-08,3377.3360785089776,-10197.587292599675,-6213.386246986929
1971-01-11,-4646.445362204544,6508.853984123902,4359.019635437728
1971-01-12,1747.0088932169076,-1910.5268633512842,-1397.7275104312107
1971-01-13,-1355.318203973275,1245.5825644588374,1040.370770142652
1971-01-14,-2970.3410545576435,2465.0803789733363,2082.076906685491
1971-01-15,-14002.84165416207,10176.310192298533,9925.877656639525
1971-01-18,-51064.29121528835,29044.158482562285,34824.94537722829
1971-01-19,-2328.6730289366706,1069.5297206576724,1465.8077736941084
1971-01-20,-2819.3070504400553,1022.3214575685976,1754.1389837176011
1971-01-21,-6213.315709844251,981.8675312550913,3301.2997871745297
1971-01-22,6004.102470438082,-1490.9584459223854,-4480.96017098912
1971-01-25,9105.016412436325,-3154.142234608661,-9077.600812412371
1971-01-26,-5498.301270213608,2810.040295683785,8217.739903652173
1971-01-27,2538.970597930405,-1787.4926016147474,-5799.032161758224
1971-01-28,-27.425632402240954,-17.30498800363772,-12.804927632075277
1971-01-29,-775.8440490250302,679.3799092169388,3244.660599733031
1971-02-01,644.8681161042598,-966.1601566784221,-4935.338860379956
1971-02-02,-875.9895381895876,-490.97750578176505,-2955.8562101557445
1971-02-03,-1389.8332430110854,-403.8092859570129,-2798.592914865311
1971-02-04,4231.713334740533,1427.7265335926506,6454.250508878881
1971-02-05,-1128.2377088906242,-315.11656461376293,-1529.2615535980826
1971-02-08,4777.109799581504,1287.4773015560436,6307.537297852617
1971-02-09,7102.436753108456,1816.518819585812,8558.478897109386
1971-02-10,-5892.888639922975,-1320.7535210775234,-6875.654075313769
1971-02-11,-782.9212443330399,-180.80175952576167,-902.598279141555
1971-02-12,0.0,0.0,0.0
1971-02-15,0.0,0.0,0.0
1971-02-16,1406.030032036748,316.8843137337587,1776.1804710173687
1971-02-17,-350.71865364119293,-283.3254776036606,-1486.2201808591162
1971-02-18,-250.6442558905747,-327.9883678921705,-1970.2847512901321
1971-02-19,-1058.8710711851415,-1168.1995080233028,-6842.674237678259
1971-02-22,571.9259203605634,1414.4776691715979,6551.959452247169
1971-02-23,771.9232871518919,2159.071622228459,9466.739895804914
1971-02-24,-44.72332268039564,770.4671533408455,2107.638075616205
1971-02-25,366.1058397838957,-2429.0866688728224,-5862.733170062585
1971-02-26,46.05505470711917,-1557.3717751617803,-3206.827476534399
1971-03-01,-911.0216146305401,-8242.021046245083,-15227.295961056372
1971-03-02,23.632346375435514,310.00638410230465,549.5185506327257
1971-03-03,151.06166170408184,1396.1442510983377,2243.014603513696
1971-03-04,1260.3770923870227,-9890.206345368755,-16734.15366411767
1971-03-05,-526.0494509158164,1600.6343889139855,2607.099761067557
1971-03-08,4055.7536369382947,-10427.785969101102,-12771.795306175294
1971-03-09,-3188.2990607843976,3301.776866862592,5145.539709427354
1971-03-10,1807.4962375818106,-1217.84396992001,-2332.4101639641276
1971-03-11,-8074.860635368055,2290.2087698754335,7254.313131025965
1971-03-12,2164.875804225697,-333.2239046944523,-1660.129813609783
1971-03-15,16856.455846334753,-1837.9137050763372,-11142.31079013796
1971-03-16,644.183783958729,-33.80203472087928,-400.3725903089429
1971-03-17,-743.9644915118354,-27.029570153677174,372.5865921385917
1971-03-18,-4518.687648947585,-542.282658895447,2023.5469348342665
1971-03-19,-11557.369923450005,-2039.1313814870584,4565.2109119139495
1971-03-22,10002.132983122405,1979.0367029827414,-3736.8412208478794
1971-03-23,-6034.439384515588,-1353.9697350386546,1932.78693491057
1971-03-24,-7053.215851725588,-1775.2173552502647,2175.7734879954996
1971-03-25,27401.27516437239,7735.220780130594,-8231.986078415877
1971-03-26,7764.73038110809,2554.217161204234,-2354.882340620801
1971-03-29,-82.27689720672284,-51.91496401091315,-38.414782896225816
1971-03-30,-11040.648236806706,-5038.8955872788465,2948.8888815055293
1971-03-31,24061.454481617024,13057.189740998265,-6672.558727989736
1971-04-01,-5158.093129494217,-3171.1069425735623,1319.7159250987845
1971-04-02,21068.44652438083,15477.003310607573,-5507.360247258481
1971-04-05,-11544.776320747058,-9562.543439218378,2283.8573007069585
1971-04-06,6985.760374806124,6385.415317533734,-1394.4061401490007
1971-04-07,16725.42272052023,16298.32541759532,-2297.8602546534776
1971-04-08,-7312.825932472986,-7641.34739394215,646.7462564225088
1971-04-09,0.0,0.0,0.0
1971-04-12,-9390.102927901113,-10608.118173686744,1056.2932118193235
1971-04-13,-5801.020284717487,-7495.326592916115,285.0303205461527
1971-04-14,5401.703518021587,7698.864431410907,-295.22605523688435
1971-04-15,-6963.455290976673,-10111.512343308883,131.899769914694
1971-04-16,-8149.057648419306,-12417.928116600999,-19.50372535847501
1971-04-19,9027.361730103772,13617.155729113116,161.0684165126885
1971-04-20,8333.20007719643,12679.243749747598,268.66955325404956
1971-04-21,2413.1946829605304,4230.253021134294,-188.30981318555195
1971-04-22,-7161.750434892135,-13541.523830374568,120.99941696767172
1971-04-23,-11529.140807037149,-23335.68974501177,-599.4060418905877
1971-04-26,-21405.212330178612,-41018.49828931105,-2571.7467086022216
1971-04-27,1356.6235698311339,3074.9302805185384,271.5338828838686
1971-04-28,5579.5294172893355,17491.569829486616,1877.0178221243245
1971-04-29,-27.425632402240947,-17.304988003637717,-12.804927632075275
1971-04-30,1509.6028455452356,-12135.21121483763,-2040.0859749801366
1971-05-03,7629.643409917717,-25799.5301934093,-5431.422484732833
1971-05-04,-10274.390168610396,20555.651826389352,4953.702504114919
1971-05-05,-12646.539605364853,17247.80239147677,4662.374294913731
1971-05-06,3531.464710828745,-3431.4723797941724,-1140.4022514444111
1971-05-07,3846.4277645176535,-3103.384567406962,-1208.2245159214503
1971-05-10,8856.853776498541,-6866.025435056904,-3028.011047169489
1971-05-11,2015.9286551640469,-1446.9969856194316,-696.5740543813589
1971-05-12,-4232.61728624744,2786.621204239653,1434.9928245028816
1971-05-13,-17070.941993408782,9769.90352481351,6058.562770498097
1971-05-14,15186.72536195155,-7363.857930039384,-5209.267515982811
1971-05-17,-2541.248891178543,942.8217741786723,785.6566822095632
1971-05-18,4030.1839141323253,-1565.4772444780788,-1408.5035224892574
1971-05-19,3195.8590136343373,-1007.6319552557395,-1129.3256493139634
1971-05-20,15709.312411432022,-4493.822292023936,-6033.699509195415
1971-05-21,26994.224474439612,-6583.700114863067,-13735.046712111738
1971-05-24,-7600.1780213227785,1281.9663004582003,4462.652342799957
1971-05-25,7443.273412241155,-471.0936654138551,-4546.267161450591
1971-05-26,7186.3057163535295,698.781257259566,-4163.248350406042
1971-05-27,1669.9396755953774,371.5833730758992,-974.9949509155496
1971-05-28,-10796.623763122196,-3506.201217996095,6561.663833795926
1971-05-31,0.0,0.0,0.0
1971-06-01,8290.272061929943,3567.75618040091,-4613.191344893985
1971-06-02,15225.762726449962,8102.935698055606,-6273.025090903811
1971-06-03,-2867.1710249776384,-1641.9329465186795,1221.7002884751905
1971-06-04,-27.425632402240947,-17.304988003637717,-12.804927632075275
1971-06-07,10186.298102514307,6708.965423798447,-3395.2827813876106
1971-06-08,-28363.47882370488,-19971.527579925452,8046.854981457562
1971-06-09,-5863.575216108078,-4186.167025256817,1240.4470930748134
1971-06-10,9200.01930767766,6948.749225788172,-1665.3782304793274
1971-06-11,-13558.486931659467,-10500.84296030807,2876.3192901157418
1971-06-14,14130.462581138509,11060.32823097454,-2823.634770591755
1971-06-15,-6221.656243475592,-4964.071230348059,1141.8233295223417
1971-06-16,-16637.50390502948,-14754.778784518989,2825.5130291886176
1971-06-17,7473.605156885493,7815.197530400326,-1372.1565080702533
1971-06-18,4759.054136008515,5732.2479422134475,-893.0340332720424
1971-06-21,17860.620695554237,28016.27930970732,-4794.697586624219
1971-06-22,-5396.563639676883,-12366.520164405903,1812.970120566802
1971-06-23,2221.108095031876,8766.046213185138,-1070.3024672396032
1971-06-24,-2622.4380017960343,-12483.529340394995,2107.5836850322967
1971-06-25,875.5201015964703,4125.582459791612,-684.2355927623258
1971-06-28,2367.203969546631,14052.943350880112,-1257.1859369389306
1971-06-29,-156.38175486660057,9982.58606333825,-806.0072036504515
1971-06-30,-328.6182574431504,2408.97071652531,-123.82263856392184
1971-07-01,4058.572564182569,-22661.633005170646,355.34363031027505
1971-07-02,-1584.4380613333703,7946.976133997178,455.84356135303466
1971-07-05,0.0,0.0,0.0
1971-07-06,-187.86191666703058,-2927.0346426145793,-344.31234325864216
1971-07-07,-298.0952377010855,3792.2159120020874,618.1826672134224
1971-07-08,87.50802185514965,-9839.666083287611,-1862.4126208484938
1971-07-09,-96.05426385889481,2922.770910094526,716.0497060173321
1971-07-12,387.0894061658752,20036.130500703825,6225.636664670888
1971-07-13,-548.9491210832887,-5485.130744559944,-1905.4102595407735
1971-07-14,2023.482703180712,14629.474714703565,6294.8445587548795
1971-07-15,-272.43675667308264,-1345.7268319517923,-657.2267902818108
1971-07-16,-2005.8254873192318,-8044.829178123575,-4339.3879675679855
1971-07-19,2633.59968405969,8600.808387398742,4753.215071277401
1971-07-20,2360.7654084437527,6950.442795718974,4300.652244580544
1971-07-21,-2074.9478069249044,-5036.988069869242,-3607.9832012978013
1971-07-22,-3467.5451837602536,-7141.547184254464,-5890.012924175703
1971-07-23,636.7446968599751,1155.8648929538429,1073.7380780932679
1971-07-26,1863.7159525559123,3932.334986694703,4261.452006383408
1971-07-27,-472.84854817600876,-2299.1164716860535,-2445.2269028672845
1971-07-28,-2414.9039465590927,-5863.354016779859,-6828.711020237014
1971-07-29,-1175.717191776998,-2775.242783554849,-3327.3065664589594
1971-07-30,958.8044664873981,2469.111559613085,3000.569873682785
1971-08-02,-3014.408679896663,-9035.136696507212,-11623.461435186011
1971-08-03,631.4043300525408,3793.918345893744,5201.6379386536155
1971-08-04,-1563.98375211217,-8294.849345108998,-11048.457835551388
1971-08-05,-140.62288916301932,1748.4786157300498,2648.4720559606626
1971-08-06,-941.3238694154794,4011.1424653532117,6650.226810802418
1971-08-09,2672.5453281711357,-4523.26928546564,-7556.105456740405
1971-08-10,-4647.400095712182,4504.392048854407,8236.825793441934
1971-08-11,-5316.718818185836,3362.899280491499,7184.438285179402
1971-08-12,2287.3322436442127,-1212.0270658459533,-2747.090497047974
1971-08-13,-1080.3200686702423,384.3452323967163,1068.89477882518
1971-08-16,0.0,0.0,0.0
1971-08-17,0.0,0.0,0.0
1971-08-18,0.0,0.0,0.0
1971-08-19,3374.7694953672403,-1197.4135048460137,-3442.811188287963
1971-08-20,3017.539062598317,-709.5890279503213,-2982.7653292495934
1971-08-23,-24962.146409859466,5640.510724952419,24177.081551018306
1971-08-24,5799.352208581109,-1171.2026520445415,-6014.45718201427
1971-08-25,-27.425632402240947,-17.304988003637717,-12.804927632075275
1971-08-26,-8025.521685148864,-105.34377807732308,7598.078521879629
1971-08-27,-11021.045957177934,-247.7513460083593,14648.420157902663
1971-08-30,-8785.167861145037,932.2498526992161,15348.61802794368
1971-08-31,-1282.4120219418346,352.1897956626537,5981.6852336091115
1971-09-01,-953.7366224540855,-255.01913689644783,-7666.824367568724
1971-09-02,-240.21465769161236,-21.591064774935695,-409.62088783258497
1971-09-03,6221.843743044063,1116.0347395945805,5940.83248225553
1971-09-06,0.0,0.0,0.0
1971-09-07,40534.629101909755,6001.26699948174,30740.23792144856
1971-09-08,5771.2355712920535,1081.288254882423,3443.6603751672296
1971-09-09,2868.3247562225547,547.2679462673527,1794.5308959348417
1971-09-10,19448.406359626606,4447.573047499807,9518.54003274309
1971-09-13,951.3739801389668,284.09869816394,493.9309757919757
1971-09-14,-19035.892128910244,-8204.90450152876,-10833.660101244841
1971-09-15,-1089.689581779592,-598.691265092856,-657.5668697452751
1971-09-16,-11928.226237942945,-7955.612392217975,-7806.165852844539
1971-09-17,-1082.9512938943074,-736.2779303144422,-713.8245793969799
1971-09-20,-14054.315002463689,-11453.77655198057,-9929.2500051954
1971-09-21,21515.571138864037,18676.64429608696,15602.705632922807
1971-09-22,-1124.6507501043104,-1089.9780296557365,-891.9661054119176
1971-09-23,-4413.0999610413555,-4402.979316642753,-3588.972462569819
1971-09-24,2153.83016713303,2163.950811531633,1765.670934946314
1971-09-27,17684.391146768074,17714.753079963884,15270.727588793956
1971-09-28,-6791.517261189939,-6781.396616791336,-6015.700962821275
1971-09-29,9161.735301631927,9171.85594603053,8494.768686070443
1971-09-30,2276.1653075310583,2286.285951929661,2139.129758696588
1971-10-01,2301.058918462458,2311.179562861061,2188.644857402089
1971-10-04,52497.34304081408,55527.4515711079,55540.95175222259
1971-10-05,14747.398321049928,20444.742971265106,20449.24303163667
1971-10-06,-8419.007071792408,-15939.681829952322,-15935.181769580759
1971-10-07,-703.4741344778914,-9600.124589878533,-8685.636072673286
1971-10-08,-306.59764229298594,38692.950083415206,36031.02498728886
1971-10-11,0.0,0.0,0.0
1971-10-12,-24.991904456172463,17020.115486971074,16042.615531205762
1971-10-13,2010.5217064293968,-17450.712866640864,-16139.341534719275
1971-10-14,432.8865088741102,-3094.255491384277,-2812.2533789335484
1971-10-15,22.724401238610664,-14378.573274339475,-13464.96367243298
1971-10-18,-234.85425914259562,-11177.764108175848,-10235.091966406213
1971-10-19,1011.2562223669748,26732.622581560565,25732.92026023289
1971-10-20,-29.313364949219444,17453.305068515136,16830.670662483237
1971-10-21,420.3736372950008,-8300.749929613281,-8034.3615952996215
1971-10-22,-27.425632402240947,-17.304988003637717,-12.804927632075275
1971-10-25,0.0,0.0,0.0
1971-10-26,898.4596458491587,-15478.515728531735,-15152.291013861954
1971-10-27,-3005.208081631035,39102.11674247409,39106.61680284565
1971-10-28,992.5305230595235,-10190.895528314795,-10587.680277009607
1971-10-29,668.8994874436073,5384.786091155585,6333.348836233649
1971-11-01,-1754.4882283730037,9794.546848336386,14823.660292248276
1971-11-02,0.0,0.0,0.0
1971-11-03,1566.4117977582075,-8120.348805052532,-12334.375979900535
1971-11-04,-123.57731918870519,5587.805825042962,9347.435014228224
1971-11-05,185.9768421497458,-11024.576379014468,-20816.635719242902
1971-11-08,1349.2968465175393,-6004.360728925747,-11482.3256818503
1971-11-09,-27.425632402240943,-17.304988003637717,-12.804927632075271
1971-11-10,-2403.6961543244242,3936.0290639989717,9292.700810448088
1971-11-11,5137.1064954882695,-6572.993284423217,-17698.702003372287
1971-11-12,-1846.317331175521,2195.316642933598,6364.700917421046
1971-11-15,2711.654590380691,-3804.6862917190197,-10865.289707602098
1971-11-16,-3024.100735950351,1853.7551211060816,7488.360822576499
1971-11-17,-2427.664364374364,1170.0496873941438,5451.018355905792
1971-11-18,-5733.012305298459,1592.113908443985,11013.292534311322
1971-11-19,3045.4093732795063,-595.6752755939713,-5623.167237207876
1971-11-22,1250.510212022078,-956.1747126485578,-2325.262745582167
1971-11-23,-3854.6021251871516,3108.8225040467273,9259.389699000698
1971-11-24,1290.6769527322206,-1172.8933083472618,-3539.6383318803382
1971-11-25,0.0,0.0,0.0
1971-11-26,7120.921610521102,-5212.667803788392,-16772.79706033282
1971-11-29,998.1761652348316,-2004.8014764671204,-4969.689857840676
1971-11-30,-1590.6107801447529,826.0393713629416,2453.9154045091177
1971-12-01,21104.56280151717,-11149.065690188945,-37029.778153715386
1971-12-02,394.9379244697983,273.9769780687847,1240.9383336102785
1971-12-03,13193.954334633343,-5940.3599157543,-25575.53090434187
1971-12-06,-866.4281749489694,-126.56368214875891,1133.0163140567554
1971-12-07,3148.624396947893,257.40496365982386,-4791.022217705532
1971-12-08,7463.941615949118,2449.418465692283,-11757.986718791946
1971-12-09,13308.951701282573,5127.453884717186,-19158.79445088338
1971-12-10,-1763.806692927771,-864.7013491256656,2425.161530976854
1971-12-13,-12901.5774132768,-6881.975598701717,17229.6257109942
1971-12-14,4474.154106253005,2872.782101100976,-6173.997015660322
1971-12-15,4631.684464254134,2647.9253853760374,-6183.583509991928
1971-12-16,17442.415479633248,12884.400113132084,-24256.93093329919
1971-12-17,-7024.142605115583,-4728.652616387893,7849.843032941067
1971-12-20,-17315.663504640153,-16994.7921191721,23432.748060282935
1971-12-21,-6706.141813186477,-7166.677245080344,7518.3378512685795
1971-12-22,1858.230508218286,1775.8457263664504,-1820.4423848256604
1971-12-23,2280.2917793503457,2951.547360736717,-2203.4659902232993
1971-12-24,0.0,0.0,0.0
1971-12-27,-23252.381568295925,-28005.73793903913,19682.09039122517
1971-12-28,-19370.868431264666,-23198.948104394447,15072.711942338285
1971-12-29,14543.115458742954,17675.547873563693,-11321.940385783953
1971-12-30,-806.6742941463259,-1318.2248816671242,1060.5626220471397
1971-12-31,0.0,0.0,0.0
1972-01-03,14020.892958947248,20819.230305730827,-7874.860586649722
1972-01-04,12168.958109182846,22904.844245478,-4611.013734579451
1972-01-05,2849.9400146010607,854.8931231114547,418.49634627572215
1972-01-06,4925.943697011507,25091.74500387016,-10388.604275426766
1972-01-07,1453.18651166377,10505.558279379498,-3066.942221991758
1972-01-10,5764.726140456085,18269.11047879795,-4679.625898829085
1972-01-11,-9321.739152504379,-20341.823270449204,3069.24703858133
1972-01-12,8947.377205757713,12199.919668093615,-1564.1580373364118
1972-01-13,4103.815138839297,-7758.591856271076,405.30374129740073
1972-01-14,22222.17834112728,30263.126603767465,3031.9721578662734
1972-01-17,27960.277049279408,28823.44393260554,4358.792578471864
1972-01-18,-47979.021171703906,-25156.622911130766,-1464.7985210598983
1972-01-19,-5041.447680957395,-14147.808867245032,-7669.786104808548
1972-01-20,15931.01005826746,12741.325104725287,4532.496155268716
1972-01-21,-11822.997402769699,-15934.45201924927,-11152.001130759176
1972-01-24,-8865.309706807811,-11018.280515551409,-10215.707086691793
1972-01-25,6096.001338405274,6601.89939420972,6061.016965205145
1972-01-26,-6865.530867066805,-6303.390972609077,-4545.825452621839
1972-01-27,19184.954641792658,21662.277382104738,24527.335454779233
1972-01-28,11302.34970775991,13770.015882649783,15368.186458416241
1972-01-31,-3132.0945192791814,-3536.9563589858467,-2651.007239304753
1972-02-01,412.21207680705777,696.3594212879262,2994.6096220449945
1972-02-02,1254.7556831613954,-244.01740491962525,7399.823819094451
1972-02-03,-3696.943441349381,-5487.169447066162,-9346.634376810654
1972-02-04,-4381.116391062472,2546.315962607191,-7146.5170741116335
1972-02-07,-2275.6440580182543,7595.687946950291,3890.2473649193753
1972-02-08,122.06767862885934,-9591.55189727214,-10638.279433421205
1972-02-09,3228.1764573402334,7160.0929719061705,12118.203676914818
1972-02-10,4955.349469781161,4622.418338098294,10621.284489399242
1972-02-11,-14499.777118289387,-25551.81963470254,-50319.404916299914
1972-02-14,301.03527164135915,-3748.415551753054,-2205.509339611519
1972-02-15,-1012.47095124726,-1330.765621432163,-4412.04597790044
1972-02-16,-352.0100741983671,894.9083566979227,-12.804927632075277
1972-02-17,-881.5688929100955,7081.240480201985,9858.216595016802
1972-02-18,970.196860869924,-1349.9375902735806,992.6985025684768
1972-02-21,0.0,0.0,0.0
1972-02-22,964.0932034936462,-7798.29405472179,-11325.191487646096
1972-02-23,736.043671128207,-3644.994893345231,-4243.973415939328
1972-02-24,1104.0020294211163,-794.0920071522335,3160.865733765911
1972-02-25,4139.103674051573,-18154.37248781241,-32810.42928513275
1972-02-28,1279.210177626668,-1754.168856430017,-38.41478289622582
1972-02-29,-4715.899781933156,7867.6198344415925,10984.855627969011
