DATETIME,NEARER,TRADED,NEAR_MONTH,TRADE_MONTH
2013-06-11,,110.24,201403.0,201312.0
2013-06-12,,110.29,201403.0,201312.0
2013-06-13,,,,
2013-06-14,,,,
2013-06-17,,,,
2013-06-18,,,,
2013-06-19,,,,
2013-06-20,,,,
2013-06-21,,,,
2013-06-24,,110.08,201403.0,201312.0
2013-06-25,,,,
2013-06-26,,,,
2013-06-27,,,,
2013-06-28,,,,
2013-07-01,,,,
2013-07-02,,,,
2013-07-03,,,,
2013-07-04,,,,
2013-07-05,,,,
2013-07-08,,,,
2013-07-09,,,,
2013-07-10,,,,
2013-07-11,,,,
2013-07-12,,,,
2013-07-15,,,,
2013-07-16,,,,
2013-07-17,,,,
2013-07-18,,,,
2013-07-19,,,,
2013-07-22,,,,
2013-07-23,,,,
2013-07-24,,110.33,201403.0,201312.0
2013-07-25,,,,
2013-07-26,,,,
2013-07-29,,110.36,201403.0,201312.0
2013-07-30,,,,
2013-07-31,,,,
2013-08-01,,110.37,201403.0,201312.0
2013-08-02,,,,
2013-08-05,,,,
2013-08-06,,110.33,201403.0,201312.0
2013-08-07,,110.35,201403.0,201312.0
2013-08-08,,,,
2013-08-09,,,,
2013-08-12,,,,
2013-08-13,,110.25,201403.0,201312.0
2013-08-14,,110.24,201403.0,201312.0
2013-08-15,,110.2,201403.0,201312.0
2013-08-16,,110.2,201403.0,201312.0
2013-08-19,,110.19,201403.0,201312.0
2013-08-20,,110.22,201403.0,201312.0
2013-08-21,,110.19,201403.0,201312.0
2013-08-22,,110.19,201403.0,201312.0
2013-08-23,,110.13,201403.0,201312.0
2013-08-26,,110.18,201403.0,201312.0
2013-08-27,,110.25,201403.0,201312.0
2013-08-28,,110.18,201403.0,201312.0
2013-08-29,,110.24,201403.0,201312.0
2013-08-30,,110.22,201403.0,201312.0
2013-09-02,,110.18,201403.0,201312.0
2013-09-03,,110.14,201403.0,201312.0
2013-09-04,,110.13,201403.0,201312.0
2013-09-05,,110.04,201403.0,201312.0
2013-09-06,,110.16,201403.0,201312.0
2013-09-09,,110.18,201403.0,201312.0
2013-09-10,,110.15,201403.0,201312.0
2013-09-11,,110.2,201403.0,201312.0
2013-09-12,,110.25,201403.0,201312.0
2013-09-13,,110.25,201403.0,201312.0
2013-09-16,,110.28,201403.0,201312.0
2013-09-17,,110.28,201403.0,201312.0
2013-09-18,,110.35,201403.0,201312.0
2013-09-19,,110.33,201403.0,201312.0
2013-09-20,,110.32,201403.0,201312.0
2013-09-23,,110.35,201403.0,201312.0
2013-09-24,,110.38,201403.0,201312.0
2013-09-25,,110.37,201403.0,201312.0
2013-09-26,,110.36,201403.0,201312.0
2013-09-27,,110.39,201403.0,201312.0
2013-09-30,110.305,110.4,201403.0,201312.0
2013-10-01,,110.395,201403.0,201312.0
2013-10-02,,110.41,201403.0,201312.0
2013-10-03,,110.42,201403.0,201312.0
2013-10-04,,110.4,201403.0,201312.0
2013-10-07,,110.415,201403.0,201312.0
2013-10-08,110.36,110.395,201403.0,201312.0
2013-10-09,110.34522727272729,110.39,201403.0,201312.0
2013-10-10,110.2926923076923,110.38,201403.0,201312.0
2013-10-11,110.30230769230768,110.39,201403.0,201312.0
2013-10-14,,110.395,201403.0,201312.0
2013-10-15,110.2825,110.35,201403.0,201312.0
2013-10-16,,110.31,201403.0,201312.0
2013-10-17,,110.38,201403.0,201312.0
2013-10-18,,110.405,201403.0,201312.0
2013-10-21,110.32,110.38,201403.0,201312.0
2013-10-22,110.32,110.445,201403.0,201312.0
2013-10-23,110.29019230769231,110.435,201403.0,201312.0
2013-10-24,110.3025,110.4,201403.0,201312.0
2013-10-25,110.31923076923076,110.38,201403.0,201312.0
2013-10-28,110.27730769230769,110.375,201403.0,201312.0
2013-10-29,110.32,110.39,201403.0,201312.0
2013-10-30,110.28846153846153,110.42,201403.0,201312.0
2013-10-31,110.385,110.52,201403.0,201312.0
2013-11-01,110.48,110.535,201403.0,201312.0
2013-11-04,110.5,110.53,201403.0,201312.0
2013-11-05,110.43,110.46,201403.0,201312.0
2013-11-06,110.4423076923077,110.475,201403.0,201312.0
2013-11-07,110.57,110.59,201403.0,201312.0
2013-11-08,110.53,110.55,201403.0,201312.0
2013-11-11,110.55,110.565,201403.0,201312.0
2013-11-12,110.5473076923077,110.565,201403.0,201312.0
2013-11-13,110.58,110.595,201403.0,201312.0
2013-11-14,110.57,110.59,201403.0,201312.0
2013-11-15,110.54,110.565,201403.0,201312.0
2013-11-18,110.555,110.58,201403.0,201312.0
2013-11-19,110.535,110.56,201403.0,201312.0
2013-11-20,110.59,110.605,201403.0,201312.0
2013-11-21,110.575,110.59,201403.0,201312.0
2013-11-22,110.505,110.52,201403.0,201312.0
2013-11-25,110.52,110.535,201403.0,201312.0
2013-11-26,110.535,110.55,201403.0,201312.0
2013-11-27,110.535,110.55,201403.0,201312.0
2013-11-28,110.535,110.55,201403.0,201312.0
2013-11-29,110.55,110.56,201403.0,201312.0
2013-12-02,110.53,110.54,201403.0,201312.0
2013-12-03,110.545,110.54,201403.0,201312.0
2013-12-04,110.445,110.45,201403.0,201312.0
2013-12-05,110.355,110.375,201403.0,201312.0
2013-12-06,110.3525,110.345,201406.0,201403.0
2013-12-09,,110.315,201406.0,201403.0
2013-12-10,110.3,110.325,201406.0,201403.0
2013-12-11,,110.3,201406.0,201403.0
2013-12-12,110.2625,110.245,201406.0,201403.0
2013-12-13,110.235,110.265,201406.0,201403.0
2013-12-16,110.231875,110.25,201406.0,201403.0
2013-12-17,110.2325,110.28,201406.0,201403.0
2013-12-18,110.24,110.265,201406.0,201403.0
2013-12-19,110.2375,110.3,201406.0,201403.0
2013-12-20,110.22499999999998,110.28,201406.0,201403.0
2013-12-23,,110.27,201406.0,201403.0
2013-12-24,,,201406.0,201403.0
2013-12-25,,,201406.0,201403.0
2013-12-26,,,201406.0,201403.0
2013-12-27,110.08,110.24,201406.0,201403.0
2013-12-30,,110.3,201406.0,201403.0
2013-12-31,,,201406.0,201403.0
2014-01-01,,,201406.0,201403.0
2014-01-02,109.986875,110.295,201406.0,201403.0
2014-01-03,110.02749999999999,110.295,201406.0,201403.0
2014-01-06,,110.295,201406.0,201403.0
2014-01-07,109.955,110.295,201406.0,201403.0
2014-01-08,,110.265,201406.0,201403.0
2014-01-09,,110.315,201406.0,201403.0
2014-01-10,,110.365,201406.0,201403.0
2014-01-13,,110.38,201406.0,201403.0
2014-01-14,,110.33,201406.0,201403.0
2014-01-15,,110.325,201406.0,201403.0
2014-01-16,,110.395,201406.0,201403.0
2014-01-17,,110.41,201406.0,201403.0
2014-01-20,,110.43,201406.0,201403.0
2014-01-21,,110.43,201406.0,201403.0
2014-01-22,,110.43,201406.0,201403.0
2014-01-23,,110.455,201406.0,201403.0
2014-01-24,,110.525,201406.0,201403.0
2014-01-27,,110.51,201406.0,201403.0
2014-01-28,,110.52,201406.0,201403.0
2014-01-29,,110.55,201406.0,201403.0
2014-01-30,,110.585,201406.0,201403.0
2014-01-31,,110.645,201406.0,201403.0
2014-02-03,,110.63,201406.0,201403.0
2014-02-04,,110.625,201406.0,201403.0
2014-02-05,,110.63,201406.0,201403.0
2014-02-06,110.45,110.535,201406.0,201403.0
2014-02-07,110.535,110.595,201406.0,201403.0
2014-02-10,110.53,110.57,201406.0,201403.0
2014-02-11,110.52,110.58,201406.0,201403.0
2014-02-12,110.4925,110.57,201406.0,201403.0
2014-02-13,110.535,110.605,201406.0,201403.0
2014-02-14,110.525,110.595,201406.0,201403.0
2014-02-17,110.5075,110.595,201406.0,201403.0
2014-02-18,110.515,110.595,201406.0,201403.0
2014-02-19,110.53,110.6,201406.0,201403.0
2014-02-20,110.495,110.575,201406.0,201403.0
2014-02-21,110.51,110.585,201406.0,201403.0
2014-02-24,110.5,110.57,201406.0,201403.0
2014-02-25,110.495,110.565,201406.0,201403.0
2014-02-26,110.545,110.615,201406.0,201403.0
2014-02-27,110.555,110.615,201406.0,201403.0
2014-02-28,110.48,110.54,201406.0,201403.0
2014-03-03,110.525,110.575,201406.0,201403.0
2014-03-04,110.5275,110.525,201409.0,201406.0
2014-03-05,,110.5,201409.0,201406.0
2014-03-06,,110.4,201409.0,201406.0
2014-03-07,110.255,110.3775,201409.0,201406.0
2014-03-10,,110.395,201409.0,201406.0
2014-03-11,,110.395,201409.0,201406.0
2014-03-12,,110.415,201409.0,201406.0
2014-03-13,,110.485,201409.0,201406.0
2014-03-14,,110.43,201409.0,201406.0
2014-03-17,,110.415,201409.0,201406.0
2014-03-18,,110.4275,201409.0,201406.0
2014-03-19,,110.35,201409.0,201406.0
2014-03-20,,110.32,201409.0,201406.0
2014-03-21,,110.33,201409.0,201406.0
2014-03-24,,,,
2014-03-25,,110.4,201409.0,201406.0
2014-03-26,,110.42,201409.0,201406.0
2014-03-27,110.46,110.47,201409.0,201406.0
2014-03-28,,110.455,201409.0,201406.0
2014-03-31,,110.43,201409.0,201406.0
2014-04-01,,110.385,201409.0,201406.0
2014-04-02,,110.36,201409.0,201406.0
2014-04-03,,110.365,201409.0,201406.0
2014-04-04,,,,
2014-04-07,,110.375,201409.0,201406.0
2014-04-08,,110.378125,201409.0,201406.0
2014-04-09,,,,
2014-04-10,,110.425,201409.0,201406.0
2014-04-11,,110.435,201409.0,201406.0
