DATETIME,NEARER,TRADED,NEAR_MONTH,TRADE_MONTH
1977-08-23,101.969,102.406,197806.0,197803.0
1977-08-24,101.844,102.281,197806.0,197803.0
1977-08-25,102.219,102.656,197806.0,197803.0
1977-08-26,102.281,102.719,197806.0,197803.0
1977-08-29,102.469,102.781,197806.0,197803.0
1977-08-30,102.406,102.719,197806.0,197803.0
1977-08-31,102.406,102.719,197806.0,197803.0
1977-09-01,102.25,102.656,197806.0,197803.0
1977-09-02,102.594,103.0,197806.0,197803.0
1977-09-05,,,,
1977-09-06,102.594,102.969,197806.0,197803.0
1977-09-07,102.375,102.781,197806.0,197803.0
1977-09-08,102.406,102.812,197806.0,197803.0
1977-09-09,101.844,102.219,197806.0,197803.0
1977-09-12,101.844,102.281,197806.0,197803.0
1977-09-13,102.156,102.656,197806.0,197803.0
1977-09-14,102.281,102.688,197806.0,197803.0
1977-09-15,102.312,102.75,197806.0,197803.0
1977-09-16,102.344,102.781,197806.0,197803.0
1977-09-19,102.375,102.812,197806.0,197803.0
1977-09-20,102.25,102.625,197806.0,197803.0
1977-09-21,102.375,102.812,197806.0,197803.0
1977-09-22,102.031,102.438,197806.0,197803.0
1977-09-23,102.156,102.562,197806.0,197803.0
1977-09-26,101.969,102.344,197806.0,197803.0
1977-09-27,102.281,102.656,197806.0,197803.0
1977-09-28,102.25,102.594,197806.0,197803.0
1977-09-29,102.312,102.594,197806.0,197803.0
1977-09-30,102.219,102.531,197806.0,197803.0
1977-10-03,102.0,102.281,197806.0,197803.0
1977-10-04,102.094,102.406,197806.0,197803.0
1977-10-05,102.062,102.406,197806.0,197803.0
1977-10-06,101.875,102.25,197806.0,197803.0
1977-10-07,101.656,102.0,197806.0,197803.0
1977-10-10,101.594,101.875,197806.0,197803.0
1977-10-11,101.188,101.531,197806.0,197803.0
1977-10-12,100.906,101.281,197806.0,197803.0
1977-10-13,100.969,101.219,197806.0,197803.0
1977-10-14,101.219,101.5,197806.0,197803.0
1977-10-17,101.062,101.375,197806.0,197803.0
1977-10-18,101.0,101.281,197806.0,197803.0
