"Date","Price","Open","High","Low","Change %"
"Oct 24, 2019","1.0075","1.0096","1.0110","1.0072","-0.20%"
"Oct 23, 2019","1.0095","1.0108","1.0115","1.0086","-0.09%"
"Oct 22, 2019","1.0105","1.0142","1.0147","1.0104","-0.37%"
"Oct 21, 2019","1.0143","1.0146","1.0163","1.0124","-0.16%"
"Oct 18, 2019","1.0159","1.0120","1.0164","1.0110","0.39%"
"Oct 17, 2019","1.0120","1.0052","1.0137","1.0044","0.70%"
"Oct 16, 2019","1.0050","1.0013","1.0056","1.0007","0.37%"
"Oct 15, 2019","1.0013","1.0028","1.0038","1.0004","-0.15%"
"Oct 14, 2019","1.0028","1.0029","1.0057","1.0016","-0.04%"
"Oct 11, 2019","1.0032","1.0030","1.0044","1.0010","0.03%"
"Oct 10, 2019","1.0029","1.0042","1.0088","1.0026","-0.12%"
"Oct 09, 2019","1.0041","1.0070","1.0086","1.0036","-0.30%"
"Oct 08, 2019","1.0071","1.0052","1.0097","1.0041","0.19%"
"Oct 07, 2019","1.0052","1.0043","1.0075","1.0033","0.06%"
"Oct 04, 2019","1.0046","1.0009","1.0072","0.9990","0.38%"
"Oct 03, 2019","1.0008","1.0030","1.0049","0.9970","-0.23%"
"Oct 02, 2019","1.0031","1.0065","1.0081","0.9973","-0.35%"
"Oct 01, 2019","1.0066","1.0020","1.0079","0.9982","0.46%"
"Sep 30, 2019","1.0020","1.0086","1.0098","1.0011","-0.71%"
"Sep 27, 2019","1.0092","1.0064","1.0105","1.0050","0.28%"
"Sep 26, 2019","1.0064","1.0084","1.0095","1.0050","-0.19%"
"Sep 25, 2019","1.0083","1.0147","1.0150","1.0074","-0.63%"
"Sep 24, 2019","1.0147","1.0103","1.0159","1.0085","0.44%"
"Sep 23, 2019","1.0103","1.0082","1.0112","1.0078","0.11%"
"Sep 20, 2019","1.0092","1.0071","1.0111","1.0063","0.21%"
"Sep 19, 2019","1.0071","1.0026","1.0103","1.0014","0.46%"
"Sep 18, 2019","1.0025","1.0068","1.0076","1.0016","-0.43%"
"Sep 17, 2019","1.0068","1.0072","1.0090","1.0031","-0.06%"
"Sep 16, 2019","1.0074","1.0105","1.0138","1.0059","-0.23%"
"Sep 13, 2019","1.0097","1.0096","1.0149","1.0089","0.00%"
"Sep 12, 2019","1.0097","1.0072","1.0121","1.0052","0.25%"
"Sep 11, 2019","1.0072","1.0080","1.0091","1.0056","-0.08%"
"Sep 10, 2019","1.0080","1.0077","1.0112","1.0067","0.00%"
"Sep 09, 2019","1.0080","1.0124","1.0129","1.0077","-0.47%"
"Sep 06, 2019","1.0128","1.0142","1.0149","1.0082","-0.13%"
"Sep 05, 2019","1.0141","1.0195","1.0200","1.0128","-0.55%"
"Sep 04, 2019","1.0197","1.0134","1.0207","1.0116","0.62%"
"Sep 03, 2019","1.0134","1.0095","1.0140","1.0070","0.40%"
"Sep 02, 2019","1.0094","1.0104","1.0113","1.0080","-0.06%"
"Aug 30, 2019","1.0100","1.0136","1.0144","1.0083","-0.35%"
"Aug 29, 2019","1.0135","1.0186","1.0205","1.0126","-0.50%"
"Aug 28, 2019","1.0186","1.0187","1.0204","1.0174","-0.04%"
"Aug 27, 2019","1.0190","1.0211","1.0232","1.0167","-0.24%"
"Aug 26, 2019","1.0215","1.0277","1.0296","1.0193","-0.44%"
"Aug 23, 2019","1.0260","1.0165","1.0272","1.0122","0.92%"
"Aug 22, 2019","1.0166","1.0178","1.0190","1.0156","-0.12%"
"Aug 21, 2019","1.0178","1.0225","1.0231","1.0171","-0.46%"
"Aug 20, 2019","1.0225","1.0187","1.0232","1.0184","0.37%"
"Aug 19, 2019","1.0187","1.0234","1.0234","1.0182","-0.33%"
"Aug 16, 2019","1.0221","1.0242","1.0246","1.0194","-0.20%"
"Aug 15, 2019","1.0241","1.0274","1.0287","1.0229","-0.31%"
"Aug 14, 2019","1.0273","1.0238","1.0304","1.0233","0.32%"
"Aug 13, 2019","1.0240","1.0317","1.0353","1.0237","-0.76%"
"Aug 12, 2019","1.0318","1.0281","1.0329","1.0251","0.35%"
"Aug 09, 2019","1.0282","1.0257","1.0301","1.0251","0.23%"
"Aug 08, 2019","1.0258","1.0253","1.0272","1.0217","0.06%"
"Aug 07, 2019","1.0252","1.0241","1.0319","1.0206","0.11%"
"Aug 06, 2019","1.0241","1.0272","1.0307","1.0210","-0.30%"
"Aug 05, 2019","1.0272","1.0174","1.0293","1.0160","0.88%"
"Aug 02, 2019","1.0182","1.0097","1.0190","1.0091","0.83%"
"Aug 01, 2019","1.0098","1.0059","1.0114","1.0024","0.38%"
"Jul 31, 2019","1.0060","1.0097","1.0116","1.0050","-0.37%"
"Jul 30, 2019","1.0097","1.0086","1.0111","1.0078","0.11%"
"Jul 29, 2019","1.0086","1.0071","1.0092","1.0056","0.21%"
"Jul 26, 2019","1.0065","1.0093","1.0102","1.0053","-0.27%"
"Jul 25, 2019","1.0092","1.0153","1.0159","1.0084","-0.61%"
"Jul 24, 2019","1.0154","1.0149","1.0168","1.0126","0.05%"
"Jul 23, 2019","1.0149","1.0182","1.0186","1.0142","-0.33%"
"Jul 22, 2019","1.0183","1.0167","1.0201","1.0161","-0.02%"
"Jul 19, 2019","1.0185","1.0190","1.0199","1.0155","-0.05%"
"Jul 18, 2019","1.0190","1.0128","1.0196","1.0109","0.62%"
"Jul 17, 2019","1.0127","1.0124","1.0138","1.0093","0.04%"
"Jul 16, 2019","1.0123","1.0156","1.0169","1.0107","-0.32%"
"Jul 15, 2019","1.0156","1.0162","1.0186","1.0144","-0.04%"
"Jul 12, 2019","1.0160","1.0100","1.0169","1.0092","0.60%"
"Jul 11, 2019","1.0099","1.0104","1.0156","1.0095","-0.06%"
"Jul 10, 2019","1.0105","1.0064","1.0115","1.0057","0.41%"
"Jul 09, 2019","1.0064","1.0062","1.0079","1.0048","0.02%"
"Jul 08, 2019","1.0062","1.0084","1.0102","1.0050","-0.22%"
"Jul 05, 2019","1.0084","1.0151","1.0158","1.0068","-0.65%"
"Jul 04, 2019","1.0150","1.0133","1.0156","1.0131","0.15%"
"Jul 03, 2019","1.0135","1.0138","1.0169","1.0128","-0.04%"
"Jul 02, 2019","1.0139","1.0127","1.0169","1.0111","0.13%"
"Jul 01, 2019","1.0126","1.0212","1.0224","1.0116","-1.15%"
"Jun 28, 2019","1.0244","1.0241","1.0269","1.0231","0.04%"
"Jun 27, 2019","1.0240","1.0226","1.0248","1.0189","0.15%"
"Jun 26, 2019","1.0225","1.0251","1.0264","1.0218","-0.25%"
"Jun 25, 2019","1.0251","1.0289","1.0317","1.0228","-0.36%"
"Jun 24, 2019","1.0288","1.0232","1.0300","1.0222","0.45%"
"Jun 21, 2019","1.0242","1.0185","1.0250","1.0164","0.58%"
"Jun 20, 2019","1.0183","1.0060","1.0213","1.0053","1.24%"
"Jun 19, 2019","1.0058","0.9994","1.0086","0.9983","0.60%"
"Jun 18, 2019","0.9998","1.0010","1.0035","0.9987","-0.11%"
"Jun 17, 2019","1.0009","1.0012","1.0035","1.0000","-0.01%"
"Jun 14, 2019","1.0010","1.0059","1.0076","1.0005","-0.52%"
"Jun 13, 2019","1.0062","1.0044","1.0084","1.0039","0.18%"
"Jun 12, 2019","1.0044","1.0077","1.0099","1.0040","-0.33%"
"Jun 11, 2019","1.0077","1.0103","1.0110","1.0063","-0.26%"
"Jun 10, 2019","1.0103","1.0127","1.0127","1.0080","-0.21%"
"Jun 07, 2019","1.0124","1.0089","1.0145","1.0050","0.36%"
