DATETIME,NEARER,TRADED,NEAR_MONTH,TRADE_MONTH
2013-05-14,,132.0,201403.0,201312.0
2013-05-15,,,,
2013-05-16,,,,
2013-05-17,,,,
2013-05-20,,,,
2013-05-21,,,,
2013-05-22,,,,
2013-05-23,,,,
2013-05-24,,,,
2013-05-27,,,,
2013-05-28,,,,
2013-05-29,,,,
2013-05-30,,,,
2013-05-31,,,,
2013-06-03,,,,
2013-06-04,,,,
2013-06-05,,,,
2013-06-06,,,,
2013-06-07,,134.0,201403.0,201312.0
2013-06-10,,,,
2013-06-11,,,,
2013-06-12,,,,
2013-06-13,,,,
2013-06-14,,,,
2013-06-17,,,,
2013-06-18,,,,
2013-06-19,,,,
2013-06-20,,,,
2013-06-21,,,,
2013-06-24,,,,
2013-06-25,,130.29,201403.0,201312.0
2013-06-26,,,,
2013-06-27,,,,
2013-06-28,,,,
2013-07-01,,,,
2013-07-02,,,,
2013-07-03,,,,
2013-07-04,,,,
2013-07-05,,,,
2013-07-08,,132.88,201403.0,201312.0
2013-07-09,,,,
2013-07-10,,133.0,201403.0,201312.0
2013-07-11,,,,
2013-07-12,,,,
2013-07-15,,,,
2013-07-16,,,,
2013-07-17,,,,
2013-07-18,,,,
2013-07-19,,,,
2013-07-22,,,,
2013-07-23,,,,
2013-07-24,,,,
2013-07-25,,,,
2013-07-26,,,,
2013-07-29,,,,
2013-07-30,,,,
2013-07-31,,,,
2013-08-01,,,,
2013-08-02,,,,
2013-08-05,,,,
2013-08-06,,,,
2013-08-07,,,,
2013-08-08,,133.14,201403.0,201312.0
2013-08-09,,,,
2013-08-12,,,,
2013-08-13,,132.23,201403.0,201312.0
2013-08-14,,131.78,201403.0,201312.0
2013-08-15,,130.93,201403.0,201312.0
2013-08-16,,,,
2013-08-19,,130.8,201403.0,201312.0
2013-08-20,,130.7,201403.0,201312.0
2013-08-21,,,,
2013-08-22,,130.31,201403.0,201312.0
2013-08-23,,130.4,201403.0,201312.0
2013-08-26,,130.68,201403.0,201312.0
2013-08-27,,130.99,201403.0,201312.0
2013-08-28,,130.64,201403.0,201312.0
2013-08-29,,130.86,201403.0,201312.0
2013-08-30,,130.5,201403.0,201312.0
2013-09-02,,130.34,201403.0,201312.0
2013-09-03,,130.15,201403.0,201312.0
2013-09-04,,129.92,201403.0,201312.0
2013-09-05,,129.03,201403.0,201312.0
2013-09-06,,129.83,201403.0,201312.0
2013-09-09,,129.5,201403.0,201312.0
2013-09-10,,128.9,201403.0,201312.0
2013-09-11,,129.23,201403.0,201312.0
2013-09-12,,129.68,201403.0,201312.0
2013-09-13,,129.84,201403.0,201312.0
2013-09-16,,130.24,201403.0,201312.0
2013-09-17,,130.3,201403.0,201312.0
2013-09-18,,130.18,201403.0,201312.0
2013-09-19,,131.08,201403.0,201312.0
2013-09-20,,130.93,201403.0,201312.0
2013-09-23,,131.21,201403.0,201312.0
2013-09-24,,131.89,201403.0,201312.0
2013-09-25,,132.14,201403.0,201312.0
2013-09-26,,131.98,201403.0,201312.0
2013-09-27,,132.3,201403.0,201312.0
2013-09-30,,132.49,201403.0,201312.0
2013-10-01,,132.46,201403.0,201312.0
2013-10-02,,132.42,201403.0,201312.0
2013-10-03,,132.21,201403.0,201312.0
2013-10-04,,132.15,201403.0,201312.0
2013-10-07,,132.43,201403.0,201312.0
2013-10-08,,132.29,201403.0,201312.0
2013-10-09,,132.3,201403.0,201312.0
2013-10-10,,131.91,201403.0,201312.0
2013-10-11,,132.09,201403.0,201312.0
2013-10-14,,132.11,201403.0,201312.0
2013-10-15,,131.7,201403.0,201312.0
2013-10-16,,131.49,201403.0,201312.0
2013-10-17,,132.05,201403.0,201312.0
2013-10-18,,132.46,201403.0,201312.0
2013-10-21,,132.38,201403.0,201312.0
2013-10-22,,133.13,201403.0,201312.0
2013-10-23,,133.52,201403.0,201312.0
2013-10-24,,133.52,201403.0,201312.0
2013-10-25,,133.64,201403.0,201312.0
2013-10-28,,133.76,201403.0,201312.0
2013-10-29,,133.98,201403.0,201312.0
2013-10-30,,134.35,201403.0,201312.0
2013-10-31,,134.68,201403.0,201312.0
2013-11-01,,134.7,201403.0,201312.0
2013-11-04,132.61,134.78,201403.0,201312.0
2013-11-05,132.40458333333333,134.03,201403.0,201312.0
2013-11-06,132.12576923076924,134.0,201403.0,201312.0
2013-11-07,131.895,134.59,201403.0,201312.0
2013-11-08,132.42,134.04,201403.0,201312.0
2013-11-11,132.31,134.02,201403.0,201312.0
2013-11-12,132.0,133.66,201403.0,201312.0
2013-11-13,132.10269230769228,134.25,201403.0,201312.0
2013-11-14,133.03,134.68,201403.0,201312.0
2013-11-15,132.96153846153845,134.54,201403.0,201312.0
2013-11-18,133.01,134.68,201403.0,201312.0
