DATETIME,NEARER,TRADED,NEAR_MONTH,TRADE_MONTH
2012-12-27,,266.55,201403.0,201312.0
2012-12-28,,,,
2012-12-31,,,,
2013-01-01,,,,
2013-01-02,,,,
2013-01-03,,,,
2013-01-04,,,,
2013-01-07,,,,
2013-01-08,,,,
2013-01-09,,,,
2013-01-10,,,,
2013-01-11,,,,
2013-01-14,,,,
2013-01-15,,,,
2013-01-16,,,,
2013-01-17,,,,
2013-01-18,,,,
2013-01-21,,268.2,201403.0,201312.0
2013-01-22,,,,
2013-01-23,,,,
2013-01-24,,265.5,201403.0,201312.0
2013-01-25,,,,
2013-01-28,,,,
2013-01-29,,,,
2013-01-30,,,,
2013-01-31,,,,
2013-02-01,,,,
2013-02-04,,,,
2013-02-05,,,,
2013-02-06,,,,
2013-02-07,,,,
2013-02-08,,,,
2013-02-11,,,,
2013-02-12,,,,
2013-02-13,,,,
2013-02-14,,,,
2013-02-15,,,,
2013-02-18,,,,
2013-02-19,,,,
2013-02-20,,,,
2013-02-21,,,,
2013-02-22,,,,
2013-02-25,,,,
2013-02-26,,,,
2013-02-27,,,,
2013-02-28,,,,
2013-03-01,,,,
2013-03-04,,,,
2013-03-05,,,,
2013-03-06,,,,
2013-03-07,,,,
2013-03-08,,,,
2013-03-11,,,,
2013-03-12,,,,
2013-03-13,,267.95,201403.0,201312.0
2013-03-14,,,,
2013-03-15,,,,
2013-03-18,,,,
2013-03-19,,,,
2013-03-20,,,,
2013-03-21,,,,
2013-03-22,,,,
2013-03-25,,,,
2013-03-26,,,,
2013-03-27,,,,
2013-03-28,,,,
2013-03-29,,,,
2013-04-01,,,,
2013-04-02,,,,
2013-04-03,,,,
2013-04-04,,,,
2013-04-05,,,,
2013-04-08,,,,
2013-04-09,,257.2,201403.0,201312.0
2013-04-10,,,,
2013-04-11,,,,
2013-04-12,,,,
2013-04-15,,,,
2013-04-16,,,,
2013-04-17,,,,
2013-04-18,,,,
2013-04-19,,,,
2013-04-22,,,,
2013-04-23,,,,
2013-04-24,,,,
2013-04-25,,,,
2013-04-26,,,,
2013-04-29,,,,
2013-04-30,,,,
2013-05-01,,,,
2013-05-02,,,,
2013-05-03,,,,
2013-05-06,,,,
2013-05-07,,,,
2013-05-08,,,,
2013-05-09,,258.7,201403.0,201312.0
2013-05-10,,,,
2013-05-13,,,,
2013-05-14,,,,
2013-05-15,,,,
2013-05-16,,,,
2013-05-17,,,,
2013-05-20,,,,
2013-05-21,,,,
2013-05-22,,,,
2013-05-23,,,,
2013-05-24,,,,
2013-05-27,,,,
2013-05-28,,,,
2013-05-29,,,,
2013-05-30,,,,
2013-05-31,,,,
2013-06-03,,,,
2013-06-04,263.35,263.9,201403.0,201312.0
2013-06-05,,260.8,201403.0,201312.0
2013-06-06,,,,
2013-06-07,,,,
2013-06-10,,,,
2013-06-11,,253.9,201403.0,201312.0
2013-06-12,253.15,251.6,201403.0,201312.0
2013-06-13,248.1,247.15,201403.0,201312.0
2013-06-14,247.3,247.4,201403.0,201312.0
2013-06-17,248.4,248.0,201403.0,201312.0
2013-06-18,,249.0,201403.0,201312.0
2013-06-19,,248.15,201403.0,201312.0
2013-06-20,243.9,242.1,201403.0,201312.0
2013-06-21,238.15,238.0,201403.0,201312.0
2013-06-24,,235.8,201403.0,201312.0
2013-06-25,235.9,234.3,201403.0,201312.0
2013-06-26,,233.35,201403.0,201312.0
2013-06-27,,240.5,201403.0,201312.0
2013-06-28,,243.45,201403.0,201312.0
2013-07-01,,243.7,201403.0,201312.0
2013-07-02,243.65,243.8,201403.0,201312.0
2013-07-03,,239.0,201403.0,201312.0
2013-07-04,,240.7,201403.0,201312.0
2013-07-05,,240.35,201403.0,201312.0
2013-07-08,,237.6,201403.0,201312.0
2013-07-09,,239.5,201403.0,201312.0
2013-07-10,,238.15,201403.0,201312.0
2013-07-11,244.2,245.9,201403.0,201312.0
2013-07-12,,244.5,201403.0,201312.0
2013-07-15,243.8,246.0,201403.0,201312.0
2013-07-16,,244.05,201403.0,201312.0
2013-07-17,242.0,246.2,201403.0,201312.0
2013-07-18,244.45,245.0,201403.0,201312.0
2013-07-19,,244.45,201403.0,201312.0
2013-07-22,244.6,245.25,201403.0,201312.0
2013-07-23,,248.55,201403.0,201312.0
2013-07-24,,249.65,201403.0,201312.0
2013-07-25,,249.35,201403.0,201312.0
2013-07-26,,250.4,201403.0,201312.0
2013-07-29,,249.1,201403.0,201312.0
2013-07-30,,251.0,201403.0,201312.0
2013-07-31,,249.75,201403.0,201312.0
2013-08-01,249.5,251.3,201403.0,201312.0
2013-08-02,,251.9,201403.0,201312.0
2013-08-05,251.45,250.6,201403.0,201312.0
2013-08-06,,248.3,201403.0,201312.0
2013-08-07,244.2,244.7,201403.0,201312.0
2013-08-08,246.5,244.9,201403.0,201312.0
2013-08-09,,245.25,201403.0,201312.0
2013-08-12,,245.65,201403.0,201312.0
2013-08-13,,249.7,201403.0,201312.0
2013-08-14,,251.1,201403.0,201312.0
2013-08-15,,,,
2013-08-16,,250.75,201403.0,201312.0
2013-08-19,,250.6,201403.0,201312.0
2013-08-20,248.0,246.8,201403.0,201312.0
